lane_id,origin_site_id,destination_site_id,active_days,total_observed_trips,total_orders,total_weight_kg,total_volume_m3,distance_km_p50,duration_hours_p50,duration_hours_p90,daily_weight_p50_kg,daily_weight_p90_kg,daily_volume_p50_m3,daily_volume_p90_m3,destination_city_count_p50
site_0237__site_0255,site_0237,site_0255,108,111,5491,8484.149,70.70181931,8.52,0.3277777777777778,0.3277777777777778,15.515,253.0874,0.11854416000000001,2.127141742,8.0
site_0255__site_2125,site_0255,site_2125,102,132,1732,2367.3849999999998,19.18422387,58.12,1.067986111111111,1.0744305555555556,6.3100000000000005,62.67560000000002,0.063330625,0.5116516090000002,4.0
site_0255__site_1786,site_0255,site_1786,81,97,1364,2160.92,18.067874,46.9,1.1536111111111111,1.1655555555555555,7.1,64.7,0.087896,0.604006,1.0
site_0246__site_1436,site_0246,site_1436,35,35,1233,1822.99,13.52365374,104.91,1.6322222222222222,1.6322222222222222,56.12,81.226,0.383067,0.7208092,8.0
site_0246__site_0812,site_0246,site_0812,31,31,1075,1569.0,12.023067,124.27,1.8219444444444444,1.8219444444444444,44.6,69.3,0.329934,0.645814,4.0
site_0255__site_0191,site_0255,site_0191,56,74,785,1142.031,9.03659315,55.91,1.345763888888889,1.373236111111111,17.12,41.925,0.152187905,0.36419915500000005,1.0
site_0255__site_2158,site_0255,site_2158,54,65,639,986.765,8.040452890000001,57.31,1.1968750000000001,1.2038888888888888,19.3,34.291000000000004,0.1428195,0.2702034,2.0
site_0651__site_0537,site_0651,site_0537,37,43,509,709.05,5.059997,88.0,2.5394444444444444,2.5394444444444444,10.5,48.62399999999999,0.081315,0.3446191999999998,1.0
site_0695__site_0690,site_0695,site_0690,54,55,441,324.587,3.03039319,57.0,0.9529861111111111,0.9558333333333333,2.135,21.149500000000007,0.017456,0.18846990000000002,2.0
site_0255__site_2348,site_0255,site_2348,56,56,438,693.63,5.636814,288.69,4.356527777777778,4.356527777777778,11.91,26.47,0.08636350000000001,0.2218615,2.0
site_0164__site_0237,site_0164,site_0237,82,205,415,672.489,6.39550607,10.53,2.1151388888888887,4.339625,4.95,18.631,0.03741195,0.19623701500000007,1.0
site_0255__site_0246,site_0255,site_0246,64,64,395,590.67,4.51818533,31.42,0.6298611111111111,0.6298611111111111,3.0,20.968000000000004,0.021066,0.1797892,2.0
site_0255__site_1542,site_0255,site_1542,39,39,350,510.05,3.884201,185.49,2.89,2.89,14.12,22.948000000000015,0.084283,0.1889222000000001,1.0
site_0246__site_1164,site_0246,site_1164,30,30,333,571.5699999999999,4.95460673,180.865,2.4904166666666665,2.4904166666666665,2.63,66.276,0.020585,0.633915546,1.0
site_1916__site_1881,site_1916,site_1881,41,41,320,495.21,3.76631368,24.97,0.7875,0.7875,10.8,24.37,0.070322,0.217918,1.0
site_0255__site_1425,site_0255,site_1425,54,54,318,517.14,4.358056,144.0,2.3266666666666667,2.3266666666666667,8.28,20.194000000000003,0.060035,0.18457260000000006,1.5
site_0255__site_0812,site_0255,site_0812,44,44,293,423.21,3.155665,144.07,2.015277777777778,2.015277777777778,4.87,19.088000000000008,0.036422,0.18611840000000007,1.0
site_0690__site_0651,site_0690,site_0651,49,57,211,197.02,1.89643647,88.0,1.364861111111111,1.3702777777777777,2.55,9.558,0.025313,0.08944911200000001,2.0
site_0690__site_0570,site_0690,site_0570,43,46,194,161.07,1.525072,88.0,1.3180555555555555,1.3180555555555555,2.46,8.700000000000005,0.022022,0.08811600000000006,3.0
site_0255__site_1202,site_0255,site_1202,37,39,179,260.44,2.33533451,1430.0,20.53527777777778,20.541944444444443,7.28,13.886,0.0531,0.12965479999999996,2.0
site_0255__site_1071,site_0255,site_1071,31,31,171,255.7,1.920506,191.61,2.716666666666667,2.716666666666667,7.2,18.1,0.038775,0.165407,1.0
site_1916__site_1197,site_1916,site_1197,29,30,149,203.95,1.44497,69.47,1.5730555555555557,1.5730555555555557,4.87,15.407999999999998,0.035344,0.1393452,1.0
site_1916__site_1873,site_1916,site_1873,18,20,146,200.76999999999998,1.46834834,45.41,0.9938888888888888,0.9938888888888888,9.94,17.899,0.0705425,0.13355870000000003,1.0
site_0255__site_1587,site_0255,site_1587,39,39,145,214.64,1.664042,246.59,2.8641666666666667,2.8641666666666667,4.56,11.352000000000004,0.022669,0.09265960000000002,2.0
site_1916__site_1233,site_1916,site_1233,36,37,142,199.75,1.542097,72.7,1.6648611111111111,1.6648611111111111,4.25,10.34,0.031005500000000002,0.0900975,1.0
site_1916__site_0362,site_1916,site_0362,35,35,142,186.82,1.465311,96.0,2.091111111111111,2.091111111111111,4.87,9.052000000000001,0.025487,0.08558040000000001,2.0
site_0651__site_0971,site_0651,site_0971,26,26,141,171.57999999999998,1.068697,103.0,1.8225,1.8225,5.88,10.935,0.032738,0.080154,1.0
site_0651__site_0669,site_0651,site_0669,9,9,138,243.79,2.266379,42.0,1.6897222222222221,1.6897222222222221,20.6,58.27,0.196175,0.6218222,1.0
site_1916__site_1202,site_1916,site_1202,33,37,137,212.22,1.84267384,83.26,1.9158333333333333,1.9402777777777778,4.79,14.068,0.036,0.116034596,2.0
site_1916__site_0329,site_1916,site_0329,33,33,128,177.45,1.22757805,55.88,1.295,1.295,4.4,10.192,0.030011,0.0923386,1.0
site_2125__site_1143,site_2125,site_1143,41,46,112,165.36,1.39130685,146.41,2.4569444444444444,2.463888888888889,3.22,8.74,0.02011,0.083915,1.0
site_0255__site_0388,site_0255,site_0388,41,41,111,109.115,0.99922622,252.91,3.8152777777777778,3.8152777777777778,1.91,4.2,0.01755,0.040886,1.0
site_2149__site_0164,site_2149,site_0164,46,87,110,140.749,1.30165858,56.0,1.2939583333333333,1.3703333333333334,2.0625,6.215,0.01942455,0.06273515,1.0
site_1916__site_0482,site_1916,site_0482,35,35,106,152.59,1.167206,90.82,2.002222222222222,2.002222222222222,3.62,8.888,0.021225,0.07707720000000001,1.0
site_0246__site_0900,site_0246,site_0900,35,35,104,154.36,1.11163,1661.73,15.775555555555556,15.775555555555556,2.2,9.356000000000003,0.014625,0.09765880000000005,1.0
site_2125__site_0930,site_2125,site_0930,37,39,102,142.57,1.08197841,114.86,2.0091666666666668,2.0091666666666668,3.0,7.767999999999995,0.01989,0.07697319999999999,1.0
site_0651__site_0690,site_0651,site_0690,27,27,102,126.83,0.8635649999999999,88.0,1.4619444444444445,1.4619444444444445,3.2,9.016000000000002,0.018979,0.08938800000000001,1.0
site_1916__site_1921,site_1916,site_1921,32,35,93,139.92,1.277523,44.14,0.8795833333333334,0.8925000000000001,4.075,8.648,0.02617,0.0819946,1.0
site_0651__site_1259,site_0651,site_1259,33,33,92,144.52,1.211946,25.0,0.7972222222222223,0.7972222222222223,3.0,10.486,0.01989,0.1079824,2.0
site_0255__site_0786,site_0255,site_0786,36,36,91,144.13,1.038856,139.47,2.1080555555555556,2.1080555555555556,3.46,7.22,0.023536,0.0612175,1.0
site_2125__site_1933,site_2125,site_1933,36,38,87,93.363,0.95552534,484.63,7.451527777777778,7.459722222222222,1.6949999999999998,6.397,0.017787365,0.06676071,1.0
site_2125__site_0164,site_2125,site_0164,42,77,86,125.71,1.64168716,53.86,1.307638888888889,1.4,1.985,6.947999999999999,0.0193075,0.094631851,1.0
site_0690__site_0537,site_0690,site_0537,33,42,84,59.7,0.5708088800000001,16.0,0.6655555555555556,0.6694444444444444,1.3900000000000001,3.684,0.012066,0.030043600000000004,1.0
site_0651__site_0569,site_0651,site_0569,22,22,80,107.87,0.803233,23.0,1.0520833333333335,1.0520833333333335,3.5,8.691,0.017736000000000002,0.08391760000000001,1.0
site_0237__site_0246,site_0237,site_0246,1,1,79,112.7,0.81054764,23.12,0.3283333333333333,0.3283333333333333,112.7,112.7,0.81054764,0.81054764,19.0
site_2125__site_0862,site_2125,site_0862,31,33,77,113.72999999999999,0.9708897,430.13,6.725,6.727222222222222,2.36,7.2700000000000005,0.01716857,0.06204,1.0
site_2125__site_1749,site_2125,site_1749,34,42,69,91.7,0.68310344,228.03,3.806388888888889,3.9631944444444445,2.0,6.76,0.0114395,0.0417897,1.0
site_0255__site_1533,site_0255,site_1533,8,10,67,118.28,1.12783,185.49,3.448611111111111,3.537361111111111,14.05,31.149,0.1447095,0.3111238,1.0
site_0255__site_1129,site_0255,site_1129,30,30,63,88.87,0.706039,520.21,7.7884722222222225,7.7884722222222225,2.1,5.316000000000002,0.012886,0.047790000000000006,2.0
site_2100__site_0164,site_2100,site_0164,39,51,62,111.65,0.71716993,54.91,1.4116666666666666,1.449888888888889,1.5,7.76,0.01,0.04623260000000002,1.0
site_2125__site_1350,site_2125,site_1350,18,18,54,80.54,0.66504093,1928.15,28.740138888888886,28.740138888888886,3.95,7.660000000000001,0.0329025,0.07386510000000002,1.0
site_2125__site_0833,site_2125,site_0833,26,28,52,80.01,0.57412553,325.205,6.0656944444444445,6.0656944444444445,2.87,5.8100000000000005,0.018407,0.046380000000000005,1.0
site_1202__site_1197,site_1202,site_1197,28,38,51,86.02,0.71111415,21.52,0.7413888888888889,0.7604305555555555,2.0,6.347,0.012,0.0635993,1.0
site_0191__site_0164,site_0191,site_0164,29,44,51,60.03,0.44138519,55.84,1.3086111111111112,1.3889166666666666,2.0,3.589999999999999,0.010022,0.02733493,1.0
site_0246__site_2125,site_0246,site_2125,15,16,51,24.098,0.34998134000000003,34.15,0.8022222222222222,0.8022222222222222,1.2,2.8059999999999996,0.009225,0.05197761199999998,1.0
site_0812__site_2149,site_0812,site_2149,26,29,50,44.06,0.41789088,112.14,1.7566666666666666,1.7566666666666666,0.8575,4.04,0.006874855000000001,0.03821012,1.0
site_0651__site_0614,site_0651,site_0614,20,20,47,69.73,0.583519,107.0,1.82125,1.82125,2.96,6.260000000000002,0.018467,0.0783159,1.0
site_1654__site_1642,site_1654,site_1642,29,39,45,44.730000000000004,0.3446942,8.0,0.4761111111111111,0.5055555555555555,1.05,3.45,0.00865022,0.02120026,1.0
site_2125__site_1304,site_2125,site_1304,13,13,45,45.16,0.249664,871.0,13.230277777777777,13.230277777777777,1.2,8.080000000000005,0.010935,0.03655000000000001,1.0
site_2125__site_1654,site_2125,site_1654,26,26,45,55.7,0.47567149000000003,776.25,12.867083333333333,12.867083333333333,1.195,4.97,0.009463355,0.047517000000000004,1.0
site_0191__site_0234,site_0191,site_0234,23,26,42,50.373,0.33243466,28.16,1.4897222222222222,1.4897222222222222,2.0,3.956,0.008897,0.03463440000000001,1.0
site_2125__site_1380,site_2125,site_1380,29,30,42,57.54,0.44679071000000004,233.94,3.486111111111111,3.486111111111111,1.2,4.169999999999999,0.0095175,0.0376684,1.0
site_0246__site_2238,site_0246,site_2238,22,22,41,65.61,0.511055,1524.13,17.185138888888886,17.185138888888886,2.1,6.723000000000005,0.0111225,0.06114600000000007,1.0
site_1202__site_1787,site_1202,site_1787,18,21,40,63.53,0.49140265,676.41,18.339444444444446,18.688986111111113,3.13,5.98,0.020841,0.067248723,1.0
site_1128__site_0164,site_1128,site_0164,26,32,40,65.25,0.6181546,523.58,8.559791666666667,8.89097222222222,2.0,4.0,0.012,0.042563500000000004,1.0
site_2125__site_2348,site_2125,site_2348,10,10,38,53.989999999999995,0.46117438,258.7,4.121944444444445,4.121944444444445,1.88,16.127999999999997,0.02,0.1669043,1.0
site_0690__site_1258,site_0690,site_1258,25,28,38,29.565,0.27601799000000005,100.0,1.8169444444444445,1.8169444444444445,0.93,2.4020000000000006,0.009225,0.019963200000000007,1.0
site_1202__site_1873,site_1202,site_1873,22,25,37,53.81,0.44173871,100.1,1.6183333333333332,1.6429166666666666,2.035,3.9400000000000013,0.01581,0.026703807000000003,1.0
site_1202__site_1881,site_1202,site_1881,17,23,37,54.09,0.49954624999999997,74.73,1.308888888888889,1.3280555555555555,2.36,5.5760000000000005,0.016215,0.072759,1.0
site_2348__site_0729,site_2348,site_0729,25,25,36,60.54,0.485364,42.52,0.9886111111111111,0.9886111111111111,2.0,4.8420000000000005,0.011934,0.0407092,1.0
site_1509__site_0164,site_1509,site_0164,19,22,36,68.169,0.47916192,186.05,3.04,3.04,2.35,8.111999999999997,0.018,0.06450199999999999,1.0
site_1202__site_1402,site_1202,site_1402,16,16,35,48.69,0.46645094000000004,342.91,5.816666666666666,5.816666666666666,2.7,5.2,0.017770725,0.060063000000000005,2.0
site_2125__site_0777,site_2125,site_0777,15,15,35,41.14,0.26771186,728.18,11.076944444444445,11.076944444444445,2.0,5.696,0.010935,0.030347599999999995,1.0
site_0690__site_0971,site_0690,site_0971,21,23,34,24.77,0.25141163,116.0,1.9825,1.9825,0.92,2.68,0.008044,0.021697,1.0
site_0164__site_0202,site_0164,site_0202,20,22,32,73.39,0.631869,30.22,1.5804166666666668,1.5804166666666668,2.395,7.870000000000002,0.018224999999999998,0.0701784,1.0
site_2125__site_0537,site_2125,site_0537,11,11,31,36.11,0.25925286,1299.0,23.19,23.19,1.3,9.6,0.010935,0.062055,1.0
site_1202__site_0329,site_1202,site_0329,24,26,31,38.6,0.29220272,30.9,0.8247222222222221,0.8302777777777778,1.2,3.252,0.010010999999999999,0.0259782,1.0
site_0812__site_1786,site_0812,site_1786,22,22,31,26.1,0.229804,124.52,1.8463888888888889,1.8463888888888889,1.1,2.096000000000001,0.009225,0.017403800000000004,1.0
site_0614__site_0695,site_0614,site_0695,24,27,31,39.51,0.281797,18.4,2.0324999999999998,2.0324999999999998,1.35,2.9199999999999995,0.0125,0.018462239999999998,1.0
site_1786__site_0095,site_1786,site_0095,18,19,30,36.33,0.233363,42.62,1.8552777777777778,1.8552777777777778,1.35,3.2900000000000005,0.009061,0.0172402,1.0
site_0191__site_0283,site_0191,site_0283,17,18,28,46.47,0.42316847,28.4,1.6719444444444445,1.744361111111111,2.0,5.276,0.013247,0.06266382000000001,1.0
site_1786__site_0298,site_1786,site_0298,20,22,28,44.53,0.428581,42.69,2.0834722222222224,2.0834722222222224,1.71,2.983000000000002,0.01053,0.01989,1.0
site_0191__site_0160,site_0191,site_0160,18,18,27,39.47,0.36027888,25.3,1.6769444444444446,1.6769444444444446,1.2,4.232,0.0096235,0.04507620000000003,1.0
site_0246__site_1786,site_0246,site_1786,10,11,27,23.919999999999998,0.171486,30.005,0.7643055555555556,0.7643055555555556,1.1099999999999999,4.024999999999997,0.009000000000000001,0.03128609999999998,1.0
site_1916__site_0472,site_1916,site_0472,14,14,26,40.36,0.334688,131.11,2.468888888888889,2.468888888888889,1.2,8.200000000000001,0.009225,0.06540990000000005,1.0
site_0669__site_0614,site_0669,site_0614,20,24,26,35.13,0.28027299,72.0,1.5349305555555555,1.583611111111111,1.35,2.353,0.0112533,0.018896000000000013,1.0
site_1202__site_0362,site_1202,site_0362,19,20,26,43.27,0.41359328,109.0,1.9633333333333334,1.9633333333333334,1.25,4.919999999999999,0.010935,0.06861279999999999,1.0
site_0690__site_1259,site_0690,site_1259,19,20,26,19.03,0.16887,100.0,1.863888888888889,1.863888888888889,1.0,1.454,0.008775,0.013108,1.0
site_2125__site_2094,site_2125,site_2094,19,21,26,31.82,0.21416200000000002,319.98,5.186111111111111,5.186111111111111,1.2,3.1739999999999995,0.008775,0.023111999999999987,1.0
site_1786__site_0170,site_1786,site_0170,19,20,26,52.53,0.5004810000000001,41.19,1.0952777777777778,1.0952777777777778,2.36,4.9479999999999995,0.01755,0.060569599999999967,1.0
site_2125__site_2222,site_2125,site_2222,13,14,26,26.265,0.23585086,1342.23,19.003611111111113,19.104166666666668,1.635,3.8600000000000003,0.01334657,0.030235976000000005,1.0
site_1786__site_0157,site_1786,site_0157,15,17,25,35.76,0.258381,47.78,2.7216666666666667,3.297111111111111,2.2,4.06,0.014957,0.0251258,1.0
site_1873__site_1899,site_1873,site_1899,17,19,25,40.35,0.3140852,18.1,0.5952777777777778,0.6022222222222222,1.2,4.7940000000000005,0.008044,0.04649900000000001,1.0
site_0164__site_0056,site_0164,site_0056,14,16,25,44.7,0.491695,31.84,1.777013888888889,2.0680555555555555,2.0,7.450000000000004,0.00975,0.12355320000000003,1.0
site_2125__site_1533,site_2125,site_1533,2,2,25,39.370000000000005,0.33364099999999997,213.98,3.825277777777778,3.825277777777778,19.685000000000002,23.993000000000002,0.16682049999999998,0.22622889999999998,1.5
site_1425__site_1435,site_1425,site_1435,13,13,25,25.0,0.11608600000000001,45.0,1.1730555555555555,1.1730555555555555,1.0,3.0,0.006,0.013341400000000002,1.0
site_1202__site_1233,site_1202,site_1233,13,15,24,28.91,0.20437101,45.96,1.1219444444444444,1.1219444444444444,2.0,3.3760000000000003,0.01581,0.023442,1.0
site_1129__site_1289,site_1129,site_1289,17,18,23,56.21,0.5302520000000001,152.6,2.266388888888889,2.2808333333333333,1.2,10.756,0.010935,0.10718160000000002,1.0
site_0900__site_2357,site_0900,site_2357,9,9,23,41.54,0.326552,202.93,3.544722222222222,3.544722222222222,3.36,8.748000000000001,0.021572,0.08388160000000001,1.0
site_0164__site_0105,site_0164,site_0105,15,16,23,50.51,0.562784,30.26,1.2872222222222223,1.2872222222222223,2.0,8.597999999999999,0.01365,0.0895956,1.0
site_0164__site_0064,site_0164,site_0064,16,17,23,42.65,0.349906,23.37,0.8813888888888889,0.8970833333333332,2.0,4.24,0.012525000000000001,0.035761,1.0
site_1786__site_0287,site_1786,site_0287,14,17,22,46.11,0.443324,44.27,2.1393750000000002,2.143472222222222,2.46,5.995000000000001,0.017394,0.07488190000000002,1.0
site_1786__site_0089,site_1786,site_0089,14,14,22,37.92,0.37201599999999996,51.51,1.901388888888889,1.901388888888889,1.75,4.0,0.0122825,0.05195290000000004,1.0
site_2158__site_1475,site_2158,site_1475,13,15,22,33.18,0.229484,24.25,1.2797222222222222,1.2797222222222222,2.0,4.5520000000000005,0.00975,0.0269882,1.0
site_2158__site_2110,site_2158,site_2110,15,17,22,45.32,0.398861,50.18,2.2716666666666665,2.2716666666666665,2.0,6.419999999999999,0.01755,0.0662328,1.0
site_0812__site_0191,site_0812,site_0191,14,14,21,14.850000000000001,0.13861941,186.0,3.01,3.01,0.8,1.961,0.006047,0.01863,1.0
site_0651__site_0701,site_0651,site_0701,11,11,21,36.2,0.305221,23.0,0.6633333333333333,0.6633333333333333,3.0,5.87,0.018,0.048951,1.0
site_0191__site_0067,site_0191,site_0067,16,17,21,29.9,0.22715399,26.81,2.1844444444444444,2.1844444444444444,1.5899999999999999,3.48,0.0115005,0.024561,1.0
site_1873__site_1917,site_1873,site_1917,13,13,21,35.9,0.30042868,18.0,0.5375,0.5375,2.36,3.0,0.0144,0.031186614,1.0
site_2125__site_0971,site_2125,site_0971,14,15,21,25.23,0.18368289,1126.35,16.054444444444442,16.17736111111111,1.2,4.312000000000001,0.009256,0.03129750000000001,1.0
site_2158__site_0096,site_2158,site_0096,13,13,21,24.75,0.145682,55.48,2.5588888888888888,2.5588888888888888,1.2,4.100000000000001,0.01053,0.019655000000000002,1.0
site_0191__site_0136,site_0191,site_0136,16,16,21,39.67,0.39581069,25.96,0.8168055555555556,0.8168055555555556,1.6,4.35,0.01008,0.062170514999999996,1.0
site_0537__site_0690,site_0537,site_0690,15,18,21,37.42,0.32081656,16.0,0.5486111111111112,0.5486111111111112,1.5,5.547999999999999,0.00975,0.05315027399999999,1.0
site_0164__site_0115,site_0164,site_0115,16,17,21,43.27,0.390878,20.88,2.2488888888888887,2.3425000000000002,1.2999999999999998,3.7199999999999998,0.0094875,0.03375,1.0
site_1786__site_0050,site_1786,site_0050,12,14,21,26.92,0.174035,37.25,1.6423611111111112,1.6423611111111112,2.0,3.7700000000000005,0.012736,0.0237078,1.0
site_0812__site_2158,site_0812,site_2158,16,16,20,12.52,0.1205,116.98,1.6269444444444443,1.6269444444444443,0.6,1.4500000000000002,0.006033,0.0135055,1.0
site_1542__site_1554,site_1542,site_1554,14,19,20,26.03,0.17246,28.55,1.2635416666666668,1.4342638888888888,1.75,3.5,0.008044,0.025669500000000005,1.0
site_2158__site_0033,site_2158,site_0033,12,12,20,23.78,0.140133,62.43,3.328333333333333,3.328333333333333,1.5,3.36,0.0074485,0.023678,1.0
site_2291__site_2281,site_2291,site_2281,7,11,20,21.619999999999997,0.125368,1.5,0.165,0.165,3.0,5.136,0.016088,0.0302364,1.0
site_0191__site_0192,site_0191,site_0192,16,16,20,22.14,0.13561498,28.53,1.1777777777777778,1.1777777777777778,1.03,1.9900000000000002,0.0070220000000000005,0.01633437,1.0
site_0191__site_0055,site_0191,site_0055,15,16,19,32.92,0.199494,11.27,0.5911111111111111,0.5911111111111111,1.0,2.8,0.006,0.0162836,1.0
site_1873__site_1888,site_1873,site_1888,13,14,19,34.94,0.312052,15.01,0.6486111111111111,0.6486111111111111,2.36,4.4,0.016088,0.05700260000000002,1.0
site_0164__site_0165,site_0164,site_0165,13,14,19,45.24,0.45281499999999997,11.3,1.8486111111111112,1.8486111111111112,2.36,6.128,0.01989,0.0722928,1.0
site_0971__site_0974,site_0971,site_0974,4,4,19,19.0,0.106088,25.0,0.7720833333333333,0.7720833333333333,5.0,6.7,0.026043999999999998,0.0402,1.0
site_1786__site_0060,site_1786,site_0060,13,13,19,39.32,0.363508,51.8,1.238888888888889,1.238888888888889,2.36,6.264000000000003,0.008775,0.09292720000000007,1.0
site_1542__site_1547,site_1542,site_1547,15,15,19,37.05,0.347099,33.84,1.6566666666666667,1.6566666666666667,2.0,3.522,0.010935,0.0375678,1.0
site_0164__site_0272,site_0164,site_0272,11,12,19,21.1,0.121753,32.22,1.0525,1.0525,2.0,3.12,0.009225,0.022472,1.0
site_1258__site_2026,site_1258,site_2026,9,10,18,36.97,0.390233,259.08,4.146388888888889,4.146388888888889,2.2,8.636,0.016215,0.11160560000000001,1.0
site_0690__site_0669,site_0690,site_0669,5,5,18,15.9,0.15913200000000002,53.0,1.4933333333333334,1.4933333333333334,1.0,7.690000000000001,0.00945,0.07769840000000001,1.0
site_1071__site_1070,site_1071,site_1070,14,14,18,30.74,0.251849,16.49,0.6925,0.6925,1.75,4.5,0.0094875,0.04486750000000003,1.0
site_1786__site_0188,site_1786,site_0188,16,16,18,36.66,0.276374,48.37,2.7152777777777777,2.7152777777777777,2.155,4.4350000000000005,0.015453999999999999,0.039760000000000004,1.0
site_0191__site_0020,site_0191,site_0020,14,15,18,19.79,0.1528755,26.75,0.9616666666666667,0.9616666666666667,1.0,2.6420000000000003,0.004875,0.027182285000000014,1.0
site_1654__site_1643,site_1654,site_1643,14,18,18,28.0,0.26537918,8.0,0.485,0.49302777777777773,1.295,4.040000000000002,0.009316000000000001,0.051617500000000045,1.0
site_1350__site_1349,site_1350,site_1349,13,15,18,32.29,0.389646,36.2,1.0433333333333334,1.0630555555555556,1.2,5.526000000000001,0.01053,0.078204,1.0
site_2125__site_2388,site_2125,site_2388,14,14,18,29.130000000000003,0.245873,1083.34,16.535416666666666,16.535416666666666,1.2,3.739000000000001,0.010732499999999999,0.03628800000000001,1.0
site_1259__site_1258,site_1259,site_1258,10,10,18,31.86,0.298438,1.0,0.1613888888888889,0.1613888888888889,1.38,8.498,0.01053,0.1106108,1.0
site_1425__site_1419,site_1425,site_1419,15,15,18,29.65,0.24340299999999998,20.83,1.8980555555555556,1.8980555555555556,1.2,3.8919999999999995,0.01,0.03839719999999999,1.0
site_0191__site_0224,site_0191,site_0224,14,15,18,19.52,0.17618709999999999,29.04,1.0991666666666666,1.1095972222222223,1.0,2.7370000000000005,0.0064595,0.030878376000000003,1.0
site_2354__site_0164,site_2354,site_0164,14,14,17,26.95,0.189037,287.31,4.336944444444445,4.336944444444445,2.0,3.0,0.01221,0.01716,1.0
site_0246__site_0164,site_0246,site_0164,9,10,17,17.23,0.09757600000000001,29.84,0.7291666666666666,0.7291666666666666,1.0,3.7200000000000006,0.004022,0.024866400000000004,1.0
site_2100__site_1786,site_2100,site_1786,12,15,17,26.13,0.204848,4.89,0.43319444444444444,0.43319444444444444,1.6,4.437,0.01053,0.031171000000000004,1.0
site_0246__site_1483,site_0246,site_1483,7,7,17,18.72,0.08843400000000001,1928.5,16.760833333333334,16.760833333333334,2.0,5.312000000000002,0.008044,0.025345600000000006,1.0
site_0191__site_0119,site_0191,site_0119,14,15,17,27.009999999999998,0.22987141,22.51,0.8425,0.8425,1.0,4.636,0.004875,0.055598601000000004,1.0
site_0554__site_0669,site_0554,site_0669,6,9,17,38.88,0.319161,28.0,1.0765972222222224,1.212625,1.5,17.19,0.006033,0.14952549999999998,1.0
site_1873__site_1895,site_1873,site_1895,12,12,16,21.02,0.152029,15.01,0.6090277777777777,0.6090277777777777,1.95,2.49,0.0128775,0.01755,1.0
site_1587__site_1592,site_1587,site_1592,13,13,16,20.61,0.15516986,26.87,1.6780555555555556,1.6780555555555556,1.2,3.448,0.00904886,0.02629800000000001,1.0
site_0191__site_0292,site_0191,site_0292,11,12,16,21.494,0.16977683,26.08,1.5716666666666668,1.5716666666666668,1.0,2.9,0.006,0.03163887,1.0
site_1143__site_1155,site_1143,site_1155,14,14,16,26.73,0.206292,14.0,0.8051388888888888,0.8051388888888888,1.6,3.609000000000001,0.010732499999999999,0.03584880000000001,1.0
site_0690__site_0569,site_0690,site_0569,14,14,16,8.81,0.07896700000000001,73.0,1.3604166666666666,1.3604166666666666,0.565,0.985,0.004022,0.0086775,1.0
site_0164__site_0223,site_0164,site_0223,11,13,16,22.75,0.1585336,24.93,1.5175,1.5175,2.0,3.87,0.0141036,0.02187,1.0
site_0164__site_0241,site_0164,site_0241,14,15,16,23.630000000000003,0.188369,26.41,1.3156249999999998,1.482125,1.0,3.7220000000000026,0.006,0.03638430000000004,1.0
site_0191__site_0024,site_0191,site_0024,13,13,15,18.946,0.14399598,28.02,0.9783333333333334,0.9783333333333334,1.0,2.464,0.006,0.016986000000000005,1.0
site_2125__site_0374,site_2125,site_0374,9,9,15,10.99,0.080604,617.0,8.641111111111112,8.641111111111112,1.0,1.9120000000000004,0.010022,0.0136748,1.0
site_1202__site_2166,site_1202,site_2166,11,14,15,22.73,0.22374273,387.92,6.0841666666666665,6.0841666666666665,1.94,4.33,0.012066,0.049476,1.0
site_0812__site_0164,site_0812,site_0164,13,13,15,21.71,0.29646,146.34,2.161111111111111,2.161111111111111,1.16,4.018000000000002,0.00945,0.024900000000000005,1.0
site_1881__site_1902,site_1881,site_1902,10,11,15,23.85,0.203444,40.59,1.2248611111111112,1.2248611111111112,2.2800000000000002,5.174,0.013938,0.04371989999999999,1.0
site_1916__site_1311,site_1916,site_1311,10,10,15,19.919999999999998,0.158827,106.88,1.8180555555555555,1.8180555555555555,1.2,3.539999999999999,0.008836,0.028940599999999983,1.0
site_1425__site_1448,site_1425,site_1448,13,13,15,26.06,0.224499,30.19,1.3633333333333333,1.3633333333333333,1.2,2.348,0.008775,0.01791,1.0
site_2348__site_0750,site_2348,site_0750,12,12,15,23.08,0.156587,46.95,1.2151388888888888,1.2151388888888888,1.1,3.244,0.0068249999999999995,0.020694500000000005,1.0
site_1542__site_1555,site_1542,site_1555,11,13,15,22.97,0.184279,30.0,1.800138888888889,1.9169444444444443,2.2,3.5700000000000003,0.012797,0.030825,1.0
site_0246__site_0191,site_0246,site_0191,5,5,15,19.84,0.16399453,78.8,1.4372222222222222,1.4372222222222222,4.54,5.084,0.034622,0.043361518,1.0
site_0191__site_0052,site_0191,site_0052,10,11,14,19.926000000000002,0.19415200000000002,22.07,0.5894444444444444,0.5894444444444444,1.71,3.8379999999999996,0.010544999999999999,0.061366156000000005,1.0
site_2348__site_0734,site_2348,site_0734,11,11,14,36.05,0.340124,42.56,1.6233333333333333,1.6233333333333333,2.36,6.52,0.012919,0.065968,1.0
site_0191__site_0073,site_0191,site_0073,11,11,14,18.2,0.15341028,34.22,1.7083333333333333,1.7083333333333333,1.2,2.71,0.009225,0.024497,1.0
