lane_id,departure_site_id,arrival_site_id,physical_legs,vehicle_distance_km,emissions_kgco2_min,emissions_kgco2_max,waybills
lane_02780,site_2234,site_1998,1,136.69,120.3739022118453,120.3739022118453,1
lane_02060,site_1725,site_1981,1,155.4,120.03749990995837,120.03749990995837,1
lane_00960,site_0916,site_0665,1,154.15,119.07194730450504,119.07194730450504,1
lane_02289,site_1847,site_1891,13,234.0,72.21193115135999,118.93092001190396,21
lane_01008,site_0941,site_0944,4,233.29999999999998,71.99591255389865,118.5751437554581,4
lane_01827,site_1530,site_1555,7,232.04999999999998,71.61016505843197,117.93982901180476,8
lane_03047,site_2404,site_0489,1,231.7,71.50215575970131,117.76194088358181,1
lane_01141,site_1063,site_1062,14,231.49999999999997,71.44043616042664,117.66029052459729,18
lane_02423,site_1981,site_1725,1,152.31,117.65065386927773,117.65065386927773,1
lane_00854,site_0819,site_1952,3,231.27,71.36945862126078,117.54339261176511,3
lane_00867,site_0828,site_0837,2,151.36,116.91683388913322,116.91683388913322,2
lane_00114,site_0191,site_0018,10,229.60000000000002,70.85409996731732,116.69461211424422,13
lane_02602,site_2128,site_0226,5,229.60000000000002,70.85409996731732,116.69461211424422,6
lane_00221,site_0246,site_2119,6,195.41,89.86855663975317,116.15697229474387,12
lane_02663,site_2128,site_2107,3,228.0,70.36034317311999,115.88140924236798,4
lane_02588,site_2128,site_0161,4,228.0,70.36034317311999,115.88140924236797,4
lane_01210,site_1118,site_1278,1,150.0,115.86631265439998,115.86631265439998,1
lane_01789,site_1530,site_1510,3,150.0,115.86631265439996,115.86631265439996,3
lane_01582,site_1369,site_2322,1,149.22,115.2638078285971,115.2638078285971,1
lane_01160,site_1063,site_1082,9,225.63,69.62896592171519,114.67685248840125,9
lane_02115,site_1762,site_0107,5,225.45000000000002,69.57341828236798,114.58536716531518,6
lane_01574,site_1369,site_1371,9,148.01999999999998,114.33687732736189,114.33687732736189,9
lane_00185,site_0191,site_0270,7,224.76999999999998,69.36357164483411,114.23975594476775,9
lane_01646,site_1414,site_1428,7,224.0,69.12595118762665,113.8484020626773,7
lane_02237,site_1847,site_1232,1,146.69,113.30952935515954,113.30952935515954,1
lane_02908,site_2316,site_0761,4,222.92,68.79266535154345,113.29949012416081,5
lane_02029,site_1701,site_1769,1,146.66,113.28635609262867,113.28635609262867,1
lane_02379,site_1895,site_1867,4,146.6,113.2400095675669,113.2400095675669,4
lane_02903,site_2316,site_0756,5,222.8,68.75563359197866,113.23849990877011,7
lane_00159,site_0191,site_0194,7,222.46,68.65071027321173,113.06569429849642,7
lane_02678,site_2128,site_2135,3,222.0,68.50875519487998,112.83189847283197,3
lane_00704,site_0686,site_0514,2,146.0,112.77654431694931,112.77654431694931,2
lane_02770,site_2216,site_1594,1,221.66,68.40383187611305,112.65909286255827,1
lane_02601,site_2128,site_0222,5,220.9,68.16929739886932,112.27282149841704,5
lane_02006,site_1637,site_1627,18,144.0,112.09719785838931,112.09719785838931,18
lane_01802,site_1530,site_1527,4,220.0,67.89155920213332,111.81539488298664,4
lane_02607,site_2128,site_0288,6,219.89999999999998,67.86069940249598,111.76456970349436,6
lane_00360,site_0385,site_1518,2,174.4,94.26669504017917,111.67650627368104,1
lane_01821,site_1530,site_1547,5,155.0,105.34935634854398,111.53862410357331,5
lane_02153,site_1762,site_0229,5,219.25,67.66011070485332,111.43420603679465,7
lane_01130,site_1063,site_0444,2,144.0,111.23166014822397,111.23166014822397,2
lane_01594,site_1391,site_1394,2,143.82,111.09262057303869,111.09262057303869,2
lane_00143,site_0191,site_0132,7,218.4,67.39780240793597,111.0021920111104,7
lane_01694,site_1472,site_1492,1,143.63,110.94585657700978,110.94585657700978,1
lane_00331,site_0361,site_1976,4,218.04,67.28670712924158,110.8192213649382,5
lane_01868,site_1563,site_1530,4,217.16,67.01514089243305,110.37195978540626,4
lane_02301,site_1855,site_1805,5,196.64999999999998,78.92878396743646,110.33831955521757,6
lane_02725,site_2192,site_1922,1,142.79,110.29700522614515,110.29700522614515,1
lane_00984,site_0925,site_0425,2,142.52,110.08844586336724,110.08844586336724,2
lane_01782,site_1530,site_1503,5,216.5,66.81146621482664,110.0365136007573,6
lane_01065,site_0964,site_1002,4,216.0,66.65716721663998,109.78238770329597,4
lane_01406,site_1248,site_1249,4,216.0,66.65716721663998,109.78238770329597,4
lane_01806,site_1530,site_1532,2,142.0,109.68677597949863,109.68677597949863,2
lane_01890,site_1573,site_1932,1,142.0,109.68677597949863,109.68677597949863,1
lane_02803,site_2249,site_2255,7,215.75,66.58001771754665,109.65532475456531,8
lane_01922,site_1626,site_0438,1,141.21,109.07654673285214,109.07654673285214,1
lane_02613,site_2128,site_1167,2,170.32,92.06137327547773,109.06389075993897,2
lane_02114,site_1762,site_0104,7,214.41,66.16649640240638,108.97426734936894,8
lane_00873,site_0828,site_0843,4,140.88,108.82164084501245,108.82164084501245,4
lane_01017,site_0941,site_1245,1,140.82,108.77529431995069,108.77529431995069,1
lane_03060,site_2418,site_2417,1,213.0,65.73137322751998,108.25763231852797,1
lane_02587,site_2128,site_0156,6,212.82,65.67582558817278,108.16614699544188,6
lane_00781,site_0773,site_0772,3,171.0,85.37632658015998,108.13685961478397,4
lane_01140,site_1063,site_1061,8,212.08,65.44746307085653,107.79004066719914,10
lane_00088,site_0164,site_0216,7,211.33,65.21601457357653,107.40885182100712,7
lane_00372,site_0385,site_2158,1,139.01,107.37717414725427,107.37717414725427,1
lane_00861,site_0828,site_0831,2,138.74,107.16861478447636,107.16861478447636,2
lane_02914,site_2316,site_1142,2,138.72,107.15316594278909,107.15316594278909,2
lane_01110,site_1036,site_2322,1,138.44,106.93688215916755,106.93688215916755,1
lane_02275,site_1847,site_1862,14,210.14,64.84878295789224,106.80403218504917,18
lane_01154,site_1063,site_1076,9,210.06,64.82409511818238,106.76337204145533,12
lane_01448,site_1293,site_1722,2,210.0,64.8055792384,106.73287693375998,2
lane_00585,site_0611,site_0579,6,210.0,64.80557923839999,106.73287693375998,6
lane_02188,site_1762,site_2098,3,210.0,64.80557923839999,106.73287693375998,4
lane_02932,site_2316,site_2318,3,138.09,106.66652742964062,106.66652742964062,3
lane_01545,site_1339,site_2051,1,138.02,106.61245648373523,106.61245648373523,1
lane_01792,site_1530,site_1513,4,137.76,106.41162154180093,106.41162154180093,5
lane_00173,site_0191,site_0235,10,209.1,64.52784104166399,106.27545031832958,12
lane_01958,site_1626,site_1642,5,208.9,64.46612144238932,106.17379995934505,6
lane_01831,site_1530,site_1559,5,208.54000000000002,64.35502616369493,105.9908293131729,5
lane_02880,site_2316,site_0733,3,208.20000000000002,64.250102844928,105.81802370289918,3
lane_02891,site_2316,site_0744,5,208.15,64.23467294510931,105.79261111315304,5
lane_02923,site_2316,site_1950,2,208.14,64.23158696514558,105.78752859520382,2
lane_00174,site_0191,site_0236,8,208.0,64.18838324565333,105.71637334391463,12
lane_01653,site_1414,site_1436,5,136.54999999999998,105.4769666197221,105.4769666197221,6
lane_02487,site_2064,site_2300,1,136.21,105.2143363110388,105.2143363110388,1
lane_02644,site_2128,site_2073,3,207.0,63.87978524927999,105.20812154899197,6
lane_00106,site_0164,site_0293,7,206.15,63.61747695236265,104.77610752330772,9
lane_01924,site_1626,site_1056,1,135.34,104.54231169764329,104.54231169764329,1
lane_00383,site_0385,site_2204,2,135.28,104.49596517258152,104.49596517258152,2
lane_01142,site_1063,site_1064,6,205.20000000000002,63.32430885580799,104.2932683181312,7
lane_01847,site_1530,site_1580,5,205.0,63.26258925653332,104.19161795914664,6
lane_02589,site_2128,site_0162,5,204.14999999999998,63.00028095961599,103.75960393346239,6
lane_00419,site_0439,site_0441,1,204.09,62.98176507983359,103.729108825767,1
lane_02574,site_2128,site_0028,5,203.05,62.660823163605315,103.20052695904744,6
lane_02582,site_2128,site_0098,5,202.3,62.42937466632532,102.81933811285543,6
lane_01666,site_1441,site_2381,1,133.0,102.73479722023464,102.73479722023464,1
lane_03027,site_2390,site_1441,1,133.0,102.73479722023464,102.73479722023464,1
lane_03032,site_2390,site_1971,1,133.0,102.73479722023464,102.73479722023464,1
lane_00183,site_0191,site_0268,9,202.04999999999998,62.35222516723198,102.69227516412477,12
lane_02065,site_1725,site_1987,1,132.32,102.20953660286803,102.20953660286803,1
lane_01596,site_1391,site_1593,1,132.27,102.1709144986499,102.1709144986499,1
lane_01059,site_0964,site_0996,3,201.0,62.02819727103998,102.15861077945596,3
lane_01228,site_1119,site_2229,1,132.14,102.07049702768273,102.07049702768273,1
lane_00167,site_0191,site_0218,12,200.8,61.966477671765325,102.05696042047143,14
lane_00152,site_0191,site_0163,6,200.64,61.917101992345586,101.9756401332838,6
lane_02167,site_1762,site_0278,5,200.39999999999998,61.843038473215984,101.85365970250237,5
lane_01894,site_1573,site_1937,1,131.69,101.72289808971955,101.72289808971955,1
lane_00712,site_0686,site_0558,8,200.0,61.719599274666656,101.65035898453331,12
lane_01075,site_0964,site_1013,4,200.0,61.719599274666656,101.65035898453331,4
lane_00270,site_0328,site_0321,5,131.15,101.30577936416371,101.30577936416371,5
lane_01925,site_1626,site_1057,1,131.15,101.30577936416371,101.30577936416371,1
lane_01240,site_1133,site_1141,8,198.96,61.398657358438385,101.12177711781374,10
lane_00529,site_0534,site_0622,5,198.95,61.395571378474656,101.1166945998645,5
lane_02300,site_1855,site_1802,5,198.55,61.27213217992532,100.91339388189544,5
lane_02128,site_1762,site_0144,6,197.57999999999998,60.972792123443185,100.42038964082045,7
lane_01470,site_1293,site_1771,1,113.73,100.15453872670399,100.15453872670399,1
lane_01242,site_1133,site_1145,14,196.0,60.48520728917331,99.61735180484266,16
lane_00266,site_0328,site_0317,4,128.72,99.42874509916243,99.42874509916243,5
lane_00428,site_0469,site_0413,1,128.72,99.42874509916243,99.42874509916243,1
lane_00099,site_0164,site_0262,11,195.03,60.18586723269119,99.12434756376766,12
lane_01832,site_1530,site_1560,5,195.0,60.17660929279999,99.10910000991997,5
lane_00103,site_0164,site_0280,8,194.96,60.164265372945046,99.08876993812308,9
lane_00440,site_0479,site_0450,2,128.0,98.87258679842131,98.87258679842131,2
lane_00859,site_0828,site_0829,2,128.0,98.87258679842131,98.87258679842131,2
lane_02927,site_2316,site_2312,2,127.68,98.62540533142526,98.62540533142526,2
lane_01829,site_1530,site_1557,3,127.64,98.59450764805075,98.59450764805075,4
lane_02688,site_2136,site_2371,1,127.41,98.41684596864734,98.41684596864734,1
lane_01336,site_1199,site_1900,1,127.31,98.33960176021107,98.33960176021107,1
lane_00077,site_0164,site_0167,6,193.44,59.6951964184576,98.3162272098406,7
lane_01828,site_1530,site_1556,7,193.17,59.61187495943679,98.1789992252115,9
lane_01611,site_1398,site_2149,1,127.04,98.13104239743315,98.13104239743315,1
lane_01983,site_1626,site_2409,2,127.04,98.13104239743315,98.13104239743315,2
lane_02937,site_2316,site_2400,3,192.84,59.5100376206336,98.011276132887,3
lane_01372,site_1232,site_1890,1,126.48,97.69847483019007,97.69847483019007,1
lane_01629,site_1414,site_1409,8,192.0,59.25081530367999,97.58434462515199,9
lane_02656,site_2128,site_2093,3,192.0,59.25081530367999,97.58434462515197,4
lane_02145,site_1762,site_0208,4,191.88,59.21378354411519,97.52335440976125,4
lane_01822,site_1530,site_1550,4,138.0,90.59438660641598,97.48244265636797,7
lane_02047,site_1725,site_1372,1,126.02,97.34315147138322,97.34315147138322,1
lane_02174,site_1762,site_0296,4,191.24,59.01628082643625,97.19807326101076,5
lane_01433,site_1278,site_1282,5,125.8,97.17321421282344,97.17321421282344,6
lane_00145,site_0191,site_0134,10,191.0,58.94221730730665,97.07609283022931,10
lane_02161,site_1762,site_0252,4,190.84,58.89284162788693,96.99477254304168,4
lane_00836,site_0807,site_0782,6,190.5,58.78791830911999,96.82196693276798,6
lane_02953,site_2325,site_0926,1,190.04,58.64596323078825,96.58817110710355,1
lane_01843,site_1530,site_1575,5,190.0,58.63361931093331,96.56784103530666,5
lane_01369,site_1232,site_0361,1,125.0,96.55526054533331,96.55526054533331,1
lane_01028,site_0964,site_0965,3,189.0,58.32502131455998,96.05958924038397,3
lane_02401,site_1907,site_1912,6,188.46,58.158378396518394,95.78513327112573,6
lane_00830,site_0782,site_2095,1,123.88,95.69012541084712,95.69012541084712,1
lane_02061,site_1725,site_1982,1,123.81,95.63605446494174,95.63605446494174,1
lane_02652,site_2128,site_2087,2,188.0,58.01642331818665,95.55133744546131,4
lane_00071,site_0164,site_0148,7,187.67,57.914585979383446,95.38361435313685,7
lane_01019,site_0964,site_0611,1,123.0,95.01037637660798,95.01037637660798,1
lane_01811,site_1530,site_1537,5,186.8,57.64610572253866,94.9414352915541,5
lane_02052,site_1725,site_1728,4,122.69999999999999,94.77864375129917,94.77864375129917,5
lane_01371,site_1232,site_1855,1,122.45,94.58553323020851,94.58553323020851,1
lane_02670,site_2128,site_2120,5,185.10000000000002,57.121489128703985,94.0774072401856,5
lane_00829,site_0782,site_1762,1,121.45,93.81309114584585,93.81309114584585,1
lane_01067,site_0964,site_1004,4,184.0,56.78203133269333,93.51833026577064,4
lane_00928,site_0888,site_0891,4,184.0,56.78203133269333,93.51833026577064,4
lane_01090,site_0964,site_1029,2,184.0,56.78203133269333,93.51833026577064,2
lane_00799,site_0782,site_0785,2,120.94,93.41914568282088,93.41914568282088,2
lane_01202,site_1105,site_2140,1,105.86,93.22394680039464,93.22394680039464,1
lane_01026,site_0964,site_0962,3,183.0,56.473433336319985,93.01007847084799,3
lane_00986,site_0925,site_0427,6,120.0,92.69305012351998,92.69305012351998,8
lane_01612,site_1414,site_1099,1,120.0,92.69305012351998,92.69305012351998,1
lane_00894,site_0857,site_0856,7,182.24,56.23889885907626,92.62380710670675,9
lane_01444,site_1293,site_1292,2,182.0,56.164835339946656,92.50182667592533,1
lane_02606,site_2128,site_0274,4,181.76,56.090771820817054,92.37984624514387,4
lane_02612,site_2128,site_1166,2,119.51,92.31455350218226,92.31455350218226,1
lane_00579,site_0566,site_1252,2,143.7,77.67272980088157,92.01785522665116,2
lane_01173,site_1063,site_1322,2,143.19,77.42257600513332,91.70580875335261,2
lane_01162,site_1063,site_1084,7,180.32000000000002,55.646390706039455,91.64796366045523,7
lane_02280,site_1847,site_1869,12,180.12,55.58467110676478,91.54631330147072,16
lane_01469,site_1293,site_1758,3,180.0,55.54763934719999,91.48532308607997,6
lane_00660,site_0665,site_0622,3,180.0,55.54763934719999,91.48532308607997,3
lane_02957,site_2325,site_1585,1,179.9,55.516779547562656,91.43449790658771,1
lane_02201,site_1762,site_2130,2,179.2,55.30076095010131,91.07872165014184,2
lane_02482,site_2064,site_1115,1,117.31,90.6151809165844,90.6151809165844,1
lane_00126,site_0191,site_0055,16,178.28,55.016850793437854,90.611129998813,18
lane_00779,site_0773,site_0302,1,117.22,90.54566112899177,90.54566112899177,1
lane_02067,site_1725,site_1990,1,116.73,90.16716450765406,90.16716450765406,1
lane_01833,site_1530,site_1561,6,177.19,54.680478977390926,90.05713554234728,7
lane_02576,site_2128,site_0043,3,176.91,54.59407153840638,89.91482503976894,4
lane_02136,site_1762,site_0168,4,176.76,54.547781838950385,89.83858727053052,4
lane_01161,site_1063,site_1083,3,176.39999999999998,54.436686560255986,89.65561662435837,3
lane_02053,site_1725,site_1729,2,140.0,75.67280565151998,89.64857154997331,2
lane_03048,site_2404,site_0490,1,116.05,89.64190389028744,89.64190389028744,1
lane_02363,site_1895,site_1798,4,116.0,89.60328178606932,89.60328178606932,4
lane_01849,site_1530,site_1583,4,176.0,54.31324736170665,89.45231590638932,4
lane_00371,site_0385,site_2039,1,115.75,89.41017126497864,89.41017126497864,2
lane_00272,site_0328,site_0323,2,115.2,88.98532811857918,88.98532811857918,2
lane_02687,site_2136,site_2370,1,115.18,88.96987927689193,88.96987927689193,1
lane_02768,site_2207,site_2415,1,115.0,88.83083970170665,88.83083970170665,1
lane_02684,site_2136,site_1943,1,114.97,88.80766643917576,88.80766643917576,1
lane_02628,site_2128,site_1454,4,125.64,82.48028067558046,88.75140648801502,5
lane_00876,site_0838,site_0828,1,114.85,88.71497338905225,88.71497338905225,1
lane_01051,site_0964,site_0988,2,174.0,53.69605136895999,88.43581231654397,2
lane_02674,site_2128,site_2126,2,174.0,53.69605136895999,88.43581231654397,2
lane_01159,site_1063,site_1081,3,174.0,53.696051368959985,88.43581231654397,3
lane_00518,site_0534,site_0601,5,173.79999999999998,53.63433176968531,88.33416195755943,6
lane_01174,site_1063,site_1323,2,114.0,88.05839761734399,88.05839761734399,2
lane_01532,site_1339,site_1348,6,186.5,56.93785804373333,87.98402371815466,6
lane_01376,site_1242,site_0469,2,113.32,87.53313699997736,87.53313699997736,2
lane_01689,site_1472,site_1484,4,172.0,53.078855376213326,87.41930872669865,4
lane_02080,site_1762,site_0022,4,171.89000000000001,53.04490959661226,87.36340102925716,6
lane_00006,site_0021,site_2070,3,171.73000000000002,52.99553391719253,87.28208074206954,3
lane_01786,site_1530,site_1507,3,171.0,52.77025737983999,86.91105693177597,3
lane_01614,site_1414,site_1268,3,126.87,78.3837607620226,86.8271199026739,3
lane_02518,site_2095,site_1154,1,170.45,52.60052848183466,86.6315184445685,1
lane_00059,site_0164,site_0097,6,170.39999999999998,52.58509858201599,86.60610585482237,6
lane_02135,site_1762,site_0159,4,170.28,52.54806682245118,86.54511563943167,4
lane_00257,site_0328,site_0308,5,170.2,52.52337898274132,86.50445549583785,5
lane_01857,site_1541,site_1497,4,169.16,52.20243706651305,85.97587362911827,4
lane_00532,site_0534,site_0633,4,169.12,52.19009314665813,85.95554355732138,4
lane_01898,site_1573,site_2042,1,110.75,85.54796084316531,85.54796084316531,1
lane_00777,site_0768,site_0770,1,110.6,85.43209453051091,85.43209453051091,1
lane_01658,site_1414,site_1690,4,110.56,85.4011968471364,85.4011968471364,7
lane_01234,site_1133,site_1134,7,168.0,51.844463390719994,85.38630154700799,7
lane_02650,site_2128,site_2083,2,168.0,51.84446339071999,85.38630154700799,2
lane_02894,site_2316,site_0747,4,167.12,51.572897153911455,84.93903996747603,4
lane_01842,site_1530,site_1574,5,166.75,51.45871589525331,84.75098680335465,6
lane_01651,site_1414,site_1434,5,166.5,51.38156639615999,84.62392385462397,5
lane_02591,site_2128,site_0180,3,166.23000000000002,51.29824493713919,84.48669586999486,3
lane_01308,site_1187,site_1243,7,166.11,51.2612131775744,84.42570565460414,7
lane_01905,site_1573,site_2049,1,108.77,84.01852551612723,84.01852551612723,1
lane_01797,site_1530,site_1522,7,114.30999999999999,80.72328070663059,83.98362723694119,8
lane_02308,site_1855,site_1822,4,165.16,50.968045081019724,83.9428664494276,5
lane_00536,site_0534,site_0648,5,165.0,50.91866940159999,83.86154616223999,8
lane_01584,site_1383,site_1381,1,165.0,50.918669401599985,83.86154616223997,1
lane_01730,site_1521,site_1527,3,165.0,50.91866940159999,83.86154616223997,3
lane_01825,site_1530,site_1553,4,164.92,50.893981561890115,83.82088601864616,4
lane_01511,site_1339,site_1324,3,164.79,50.85386382236159,83.75481328530623,3
lane_00361,site_0385,site_1523,1,164.33,50.711908744029856,83.52101745964181,1
lane_02889,site_2316,site_0742,2,108.04,83.4546427945425,83.4546427945425,2
lane_00721,site_0686,site_0612,2,164.0,50.610071405226655,83.35329436731732,2
lane_01170,site_1063,site_1319,2,164.0,50.610071405226655,83.35329436731732,2
lane_00140,site_0191,site_0125,8,163.44,50.43725652725758,83.06867336216062,10
lane_01528,site_1339,site_1344,4,163.38,50.41874064747519,83.03817825446527,4
lane_01886,site_1573,site_1927,1,106.74,82.45046808487102,82.45046808487102,1
lane_00563,site_0566,site_0540,2,162.0,49.99287541247998,82.33679077747199,2
lane_02474,site_2041,site_1497,3,160.98,49.67810545617918,81.81837394665085,3
lane_00107,site_0164,site_0297,5,160.7,49.59169801719466,81.6760634440725,5
lane_01495,site_1300,site_1677,1,105.58,81.55443526701032,81.55443526701032,1
lane_01181,site_1063,site_2268,6,160.26,49.45591489879039,81.45243265430656,6
lane_00825,site_0782,site_0812,5,160.2,49.437399019007984,81.42193754661119,5
lane_02878,site_2316,site_0731,4,160.12,49.41271117929813,81.38127740301736,5
lane_01637,site_1414,site_1418,4,160.0,49.37567941973332,81.32028718762665,4
lane_01819,site_1530,site_1545,5,160.0,49.37567941973333,81.32028718762663,5
lane_02253,site_1847,site_1816,10,160.0,49.37567941973333,81.32028718762663,10
lane_01079,site_0964,site_1017,3,159.0,49.067081423359994,80.81203539270399,3
lane_02817,site_2263,site_2265,3,159.0,49.067081423359994,80.81203539270399,3
lane_01803,site_1530,site_1528,3,159.0,49.067081423359994,80.81203539270399,3
lane_01290,site_1187,site_1209,4,158.88,49.03004966379519,80.75104517731326,6
lane_00085,site_0164,site_0197,7,158.83,49.014619763976526,80.72563258756713,5
lane_00200,site_0204,site_2070,3,158.67000000000002,48.96524408455679,80.64431230037948,3
lane_00287,site_0328,site_0339,6,158.34,48.86340674575359,80.47658920805502,6
lane_00819,site_0782,site_0805,6,158.34,48.86340674575359,80.47658920805502,6
lane_00590,site_0611,site_0626,2,104.16,80.45756750721534,80.45756750721534,2
lane_00075,site_0164,site_0165,14,158.20000000000002,48.82020302626132,80.40543395676586,17
lane_01942,site_1626,site_1618,3,158.07,48.780085286732785,80.3393612234259,4
lane_00988,site_0925,site_0429,4,104.0,80.33397677371731,80.33397677371731,4
lane_02336,site_1867,site_0361,1,104.0,80.33397677371731,80.33397677371731,1
lane_02753,site_2207,site_1666,1,104.0,80.33397677371731,80.33397677371731,1
lane_02883,site_2316,site_0736,4,157.51,48.607270408763725,80.05474021826922,4
lane_02094,site_1762,site_0062,5,157.45,48.588754528981326,80.02424511057384,5
lane_02906,site_2316,site_0759,5,157.0,48.44988543061333,79.79553180285865,6
lane_02490,site_2070,site_0191,1,103.0,79.56153468935464,79.56153468935464,1
lane_01482,site_1300,site_1304,3,102.99,79.55381026851101,79.55381026851101,3
lane_02705,site_2157,site_2242,1,156.16,48.190663113659724,79.36860029512361,1
lane_00179,site_0191,site_0263,6,156.12,48.17831919380479,79.3482702233267,7
lane_02699,site_2145,site_1714,1,102.56,79.22166017223508,79.22166017223508,1
lane_02585,site_2128,site_0111,3,155.76,48.06722391511039,79.16529957715454,3
lane_02865,site_2316,site_0718,4,155.12,47.86972119743146,78.84001842840404,4
lane_00981,site_0925,site_0422,2,101.9,78.71184839655572,78.71184839655572,2
lane_02103,site_1762,site_0083,4,154.72,47.746281998882125,78.63671771043498,4
lane_02617,site_2128,site_1172,2,101.4,78.32562735437439,78.32562735437439,2
lane_00791,site_0773,site_2407,1,154.05,47.539521341311996,78.29618900783679,1
lane_02583,site_2128,site_0108,4,153.68,47.425340082653854,78.1081358437154,4
lane_02577,site_2128,site_0075,3,153.54,47.38213636316159,78.03698059242623,4
lane_02858,site_2316,site_0711,3,153.06,47.234009324902395,77.79301973086336,3
lane_01927,site_1626,site_1601,3,153.0,47.21549344511999,77.76252462316798,3
lane_02110,site_1762,site_0094,4,152.76,47.14142992599039,77.64054419238653,9
lane_02158,site_1762,site_0245,3,152.49,47.058108466969585,77.50331620775742,5
lane_00256,site_0328,site_0307,2,100.32,77.4913899032627,77.4913899032627,2
lane_01385,site_1246,site_1400,1,100.29,77.46821664073182,77.46821664073182,1
lane_01225,site_1119,site_1780,1,100.28,77.4604922198882,77.4604922198882,1
lane_03057,site_2407,site_0773,1,152.16,46.956271128166385,77.33559311543293,1
lane_01423,site_1258,site_1599,1,152.0,46.90689544874665,77.25427282824532,1
lane_01212,site_1119,site_1116,1,100.01,77.25193285711028,77.25193285711028,1
lane_02120,site_1762,site_0120,4,151.96,46.894551528891725,77.23394275644841,5
lane_00995,site_0925,site_1559,2,151.9,46.876035649109326,77.20344764875306,3
lane_01820,site_1530,site_1546,5,151.8,46.845175849471985,77.15262246926076,5
lane_02685,site_2136,site_1944,1,99.82,77.10516886108137,77.10516886108137,1
lane_02338,site_1867,site_1855,5,99.79,77.08199559855049,77.08199559855049,4
lane_01309,site_1187,site_1898,1,99.79,77.08199559855049,77.08199559855049,1
lane_02194,site_1762,site_2111,2,150.6,46.47485825382399,76.54272031535358,2
lane_01251,site_1133,site_1157,3,99.0,76.47176635190398,76.47176635190398,3
lane_00967,site_0918,site_0916,1,99.0,76.47176635190398,76.47176635190398,1
lane_01772,site_1530,site_0925,1,98.48,76.0700964680354,76.0700964680354,1
lane_01707,site_1497,site_0925,1,98.46,76.05464762634814,76.05464762634814,1
lane_01261,site_1162,site_1165,1,98.39,76.00057668044276,76.00057668044276,1
lane_01221,site_1119,site_1287,1,98.3,75.93105689285011,75.93105689285011,1
lane_00693,site_0665,site_0964,1,86.0,75.73454963946665,75.73454963946665,1
lane_03025,site_2390,site_1439,1,149.0,45.98110145962666,75.72951744347732,1
lane_00298,site_0328,site_1847,1,97.89,75.61435563826143,75.61435563826143,1
lane_02861,site_2316,site_0714,4,148.76,45.907037940497055,75.60753701269587,4
lane_00073,site_0164,site_0152,7,148.75,45.90395196053333,75.60245449474667,7
lane_00250,site_0298,site_2070,3,148.56,45.84531834122239,75.50588665371134,3
lane_01523,site_1339,site_1337,4,148.0,45.67250346325332,75.22126564855465,4
lane_00970,site_0921,site_0923,1,148.0,45.67250346325332,75.22126564855465,1
lane_01891,site_1573,site_1933,1,97.06,74.97322870824041,74.97322870824041,1
lane_01518,site_1339,site_1332,3,147.5,45.51820446506665,74.96713975109331,3
lane_00267,site_0328,site_0318,2,96.98,74.9114333414914,74.9114333414914,2
lane_00527,site_0534,site_0619,3,147.38,45.48117270550186,74.9061495357026,3
lane_02276,site_1847,site_1864,9,147.15,45.41019516633599,74.7892516228704,9
lane_01775,site_1530,site_1494,3,147.0,45.36390546687999,74.71301385363198,3
lane_03058,site_2408,site_0773,1,146.99,45.360819486916256,74.70793133568276,1
lane_01527,site_1339,site_1343,2,146.92,45.33921762717012,74.67235371003817,2
lane_02915,site_2316,site_1143,2,146.82,45.30835782753279,74.6215285305459,2
lane_01657,site_1414,site_1689,2,96.6,74.61790534943358,74.61790534943358,3
lane_02095,site_1762,site_0066,3,146.76,45.28984194775039,74.59103342285054,5
lane_02901,site_2316,site_0754,4,146.44,45.191090588910924,74.42839284847528,4
lane_00057,site_0164,site_0071,6,146.28,45.141714909491185,74.34707256128766,9
lane_02887,site_2316,site_0740,4,146.27,45.13862892952746,74.34199004333844,4
lane_01145,site_1063,site_1067,2,146.08,45.079995310216525,74.24542220230315,2
lane_01966,site_1626,site_1650,3,145.98000000000002,45.0491355105792,74.19459702281085,3
lane_01194,site_1089,site_1094,2,96.0,74.15444009881598,74.15444009881598,2
lane_01407,site_1248,site_1250,1,96.0,74.15444009881598,74.15444009881598,1
lane_00416,site_0421,site_0925,2,96.0,74.15444009881598,74.15444009881598,2
lane_00990,site_0925,site_0431,4,96.0,74.15444009881598,74.15444009881598,4
lane_00956,site_0895,site_2050,1,145.87,45.01518973097813,74.13868932536937,1
lane_02294,site_1855,site_1783,3,95.97,74.1312668362851,74.1312668362851,4
lane_02109,site_1762,site_0092,3,145.68,44.95655611166719,74.04212148433406,3
lane_02119,site_1762,site_0118,3,145.53,44.910266412211186,73.96588371509566,3
lane_02918,site_2316,site_1158,2,114.78,62.04089023343902,73.49902173218526,2
lane_00309,site_0361,site_0354,5,119.3,58.95038084618964,73.24159974635091,7
lane_01078,site_0964,site_1016,3,144.0,44.438111477759996,73.18825846886399,3
lane_01048,site_0964,site_0985,6,144.0,44.438111477759996,73.18825846886399,9
lane_00915,site_0857,site_1777,1,94.71,73.15798980998814,73.15798980998814,1
lane_01243,site_1133,site_1146,8,143.84,44.388735798340264,73.10693818167636,9
lane_00557,site_0551,site_0665,9,252.0,72.76190777855999,72.76190777855999,17
lane_01072,site_0964,site_1010,3,143.04,44.141857401241595,72.70033674573821,3
