lane_id,departure_site_id,arrival_site_id,physical_legs,vehicle_distance_km,emissions_kgco2_min,emissions_kgco2_max,waybills
lane_02170,site_1762,site_0285,6,74.76,23.0707862088704,37.996904188418554,6
lane_00905,site_0857,site_0869,2,74.72,23.058442289015463,37.97657411662164,2
lane_01171,site_1063,site_1320,1,74.65,23.036840429269333,37.94099649097706,1
lane_00354,site_0385,site_0388,4,74.04,22.848595651481595,37.63096289607424,3
lane_01747,site_1521,site_1558,1,74.0,22.83625173162666,37.610632824277324,1
lane_01830,site_1530,site_1558,1,74.0,22.83625173162666,37.610632824277324,1
lane_02616,site_2128,site_1171,1,73.99,22.833165751662925,37.6055503063281,1
lane_00324,site_0361,site_1682,2,58.68,31.71771596879423,37.57555841823167,2
lane_00162,site_0191,site_0201,2,73.72,22.749844292642127,37.46832232169898,2
lane_02794,site_2249,site_2244,2,73.62,22.718984493004797,37.41749714220671,2
lane_01753,site_1521,site_1567,2,73.52,22.688124693367463,37.36667196271444,2
lane_00588,site_0611,site_0609,3,73.32000000000001,22.626405094092796,37.265021603729906,3
lane_02593,site_2128,site_0185,2,73.21000000000001,22.592459314491727,37.20911390628842,2
lane_00632,site_0665,site_0559,2,73.18,22.58320137460053,37.19386635244074,2
lane_00870,site_0828,site_0840,1,48.07,37.13129099531338,37.13129099531338,1
lane_00976,site_0925,site_0417,2,73.02,22.533825695180795,37.112546065253106,2
lane_01062,site_0964,site_0999,1,73.0,22.527653735253327,37.10238102935465,1
lane_02661,site_2128,site_2105,1,73.0,22.527653735253327,37.10238102935465,1
lane_00769,site_0712,site_2322,1,48.02,37.092668891095244,37.092668891095244,1
lane_01615,site_1414,site_1269,1,47.96,37.046322366033486,37.046322366033486,1
lane_01597,site_1391,site_1671,1,47.95,37.03859794518986,37.03859794518986,1
lane_02359,site_1890,site_1867,5,47.88,36.984526999284476,36.984526999284476,7
lane_02985,site_2355,site_1939,1,72.73,22.444332276232533,36.96515304472554,1
lane_02178,site_1762,site_2067,1,72.7,22.43507433634133,36.94990549087786,1
lane_00993,site_0925,site_1503,1,72.56,22.39187061684906,36.87875023958868,1
lane_00178,site_0191,site_0257,5,72.30000000000001,22.311635137791995,36.74660477290879,5
lane_01834,site_1530,site_1565,2,72.26,22.299291217937064,36.72627470111188,2
lane_02056,site_1725,site_1732,2,47.54,36.72189669060116,36.72189669060116,2
lane_00448,site_0479,site_0462,5,72.25,22.29620523797333,36.72119218316266,5
lane_01167,site_1063,site_1316,1,72.25,22.296205237973332,36.72119218316266,1
lane_00552,site_0534,site_0681,3,72.0,22.219055738879998,36.594129234431996,4
lane_00576,site_0566,site_0654,1,72.0,22.219055738879998,36.59412923443199,1
lane_01088,site_0964,site_1027,1,72.0,22.219055738879998,36.59412923443199,1
lane_01021,site_0964,site_0956,2,72.0,22.219055738879998,36.59412923443199,2
lane_00127,site_0191,site_0065,6,71.94,22.200539859097596,36.56363412673663,8
lane_01776,site_1530,site_1496,2,71.9,22.188195939242664,36.54330405493973,2
lane_00332,site_0361,site_1977,1,47.18,36.443817540230604,36.443817540230604,1
lane_01738,site_1521,site_1541,2,71.52,22.070928700620794,36.35016837286911,2
lane_02116,site_1762,site_0112,2,71.46,22.05241282083839,36.31967326517375,2
lane_00612,site_0665,site_0507,2,71.44,22.046240860910924,36.3095082292753,2
lane_00641,site_0665,site_0581,2,71.34,22.015381061273594,36.25868304978303,2
lane_02319,site_1855,site_1867,2,46.84,36.1811872315473,36.1811872315473,2
lane_02969,site_2325,site_2337,2,71.18,21.96600538185386,36.17736276259541,2
lane_01986,site_1627,site_1607,1,71.0,21.910457742506665,36.085877439509325,1
lane_01095,site_0964,site_1035,1,71.0,21.910457742506665,36.085877439509325,1
lane_01931,site_1626,site_1607,1,71.0,21.910457742506665,36.085877439509325,1
lane_02180,site_1762,site_2076,1,71.0,21.910457742506665,36.085877439509325,1
lane_00578,site_0566,site_0700,1,70.94,21.891941862724263,36.05538233181396,1
lane_00810,site_0782,site_0796,2,70.6,21.787018543957327,35.882576721540254,2
lane_01535,site_1339,site_1354,2,92.85,27.626548154538664,35.84230196484373,2
lane_02262,site_1847,site_1837,5,70.45,21.740728844501326,35.80633895230186,6
lane_01500,site_1321,site_1063,1,70.34,21.70678306490026,35.750431254860366,1
lane_02814,site_2259,site_2249,11,46.26,35.73317082261695,35.73317082261695,18
lane_00402,site_0407,site_0399,3,70.02000000000001,21.608031706060796,35.587790680485114,3
lane_00503,site_0534,site_0568,2,70.0,21.60185974613333,35.57762564458666,2
lane_02372,site_1895,site_1826,2,70.0,21.60185974613333,35.57762564458666,2
lane_02998,site_2355,site_2357,3,69.92999999999999,21.580257886387194,35.54204801894207,3
lane_02197,site_1762,site_2117,1,69.9,21.570999946496,35.52680046509439,1
lane_01089,site_0964,site_1028,2,69.84,21.5524840667136,35.49630535739903,2
lane_01973,site_1626,site_1658,1,69.8,21.54014014685866,35.475975285602125,1
lane_00282,site_0328,site_0334,1,45.46,35.11521715512682,35.11521715512682,1
lane_02198,site_1762,site_2122,1,69.08,21.31794958946986,35.11003399325781,1
lane_02743,site_2192,site_2193,3,69.03,21.302519689651195,35.08462140351167,3
lane_01105,site_1008,site_0964,1,69.0,21.293261749759996,35.06937384966399,1
lane_01077,site_0964,site_1015,1,69.0,21.293261749759996,35.06937384966399,1
lane_01070,site_0964,site_1008,1,69.0,21.293261749759996,35.06937384966399,1
lane_00262,site_0328,site_0313,1,45.3,34.99162642162879,34.99162642162879,1
lane_02963,site_2325,site_2329,1,68.84,21.243886070340263,34.98805356247637,1
lane_02283,site_1847,site_1879,3,68.55000000000001,21.154392651391994,34.84066054194879,3
lane_02981,site_2354,site_2353,2,68.54,21.151306671428262,34.83557802399957,2
lane_00442,site_0479,site_0454,5,68.4,21.108102951935997,34.7644227727104,6
lane_02376,site_1895,site_1839,5,45.0,34.759893796319986,34.759893796319986,5
lane_00890,site_0857,site_0852,2,68.36,21.095759032081062,34.744092700913484,3
lane_01305,site_1187,site_1239,3,68.34,21.089587072153595,34.73392766501504,3
lane_00268,site_0328,site_0319,2,68.3,21.07724315229866,34.71359759321812,2
lane_00808,site_0782,site_0794,2,44.94,34.71354727125823,34.71354727125823,2
lane_01081,site_0964,site_1019,1,68.0,20.984663753386663,34.561122054741325,1
lane_01106,site_1019,site_0964,1,68.0,20.984663753386663,34.561122054741325,1
lane_00946,site_0895,site_0908,2,68.0,20.984663753386663,34.561122054741325,2
lane_01765,site_1521,site_1584,1,68.0,20.984663753386663,34.561122054741325,1
lane_01586,site_1383,site_1384,1,68.0,20.984663753386663,34.561122054741325,1
lane_00329,site_0361,site_1974,1,67.93,20.963061893640532,34.52554442909674,1
lane_00048,site_0164,site_0040,6,67.86,20.9414600338944,34.48996680345215,7
lane_02190,site_1762,site_2102,1,67.83,20.932202094003195,34.47471924960447,1
lane_00429,site_0469,site_0450,4,44.6,34.45091696257493,34.45091696257493,4
lane_01733,site_1521,site_1535,2,67.68,20.885912394547198,34.39848148036608,3
lane_00171,site_0191,site_0233,4,67.64,20.873568474692263,34.37815140856917,4
lane_00616,site_0665,site_0511,2,67.35,20.784075055743997,34.230758388041586,2
lane_01904,site_1573,site_2048,1,67.35,20.784075055743997,34.230758388041586,1
lane_01461,site_1293,site_1750,1,67.1,20.706925556650663,34.10369543931092,1
lane_01011,site_0941,site_0948,1,67.07,20.697667616759457,34.08844788546324,1
lane_01083,site_0964,site_1021,1,67.0,20.676065757013326,34.052870259818654,1
lane_00487,site_0534,site_0527,1,67.0,20.676065757013326,34.052870259818654,1
lane_02248,site_1847,site_1796,6,66.9,20.645205957375996,34.0020450803264,6
lane_01743,site_1521,site_1551,2,66.72,20.589658318028793,33.910559757240314,3
lane_02984,site_2355,site_1938,1,66.68,20.577314398173865,33.89022968544341,1
lane_02012,site_1675,site_1391,1,43.84,33.8638609784593,33.8638609784593,1
lane_01517,site_1339,site_1331,2,66.52,20.52793871875413,33.80890939825578,3
lane_01633,site_1414,site_1413,3,66.36,20.478563039334396,33.72758911106815,3
lane_00909,site_0857,site_0873,2,66.28,20.453875199624534,33.68692896747434,2
lane_02284,site_1847,site_1884,4,66.28,20.453875199624534,33.68692896747434,3
lane_00683,site_0665,site_0675,2,66.24,20.441531279769595,33.66659889567743,1
lane_01429,site_1278,site_1277,4,66.24,20.441531279769595,33.66659889567743,5
lane_02553,site_2098,site_2070,1,66.22,20.435359319842128,33.65643385977898,1
lane_00142,site_0191,site_0128,3,66.21000000000001,20.432273339878392,33.65135134182975,4
lane_01863,site_1553,site_0925,1,66.17,20.419929420023465,33.631021270032846,1
lane_01012,site_0941,site_0949,1,66.07,20.389069620386127,33.580196090540575,1
lane_00327,site_0361,site_1685,2,66.03,20.376725700531196,33.559866018743676,2
lane_01533,site_1339,site_1350,3,77.31,23.337967909789864,33.54826316760277,3
lane_03055,site_2405,site_1097,1,66.0,20.367467760639997,33.544618464896,1
lane_00486,site_0534,site_0526,1,66.0,20.367467760639997,33.544618464896,1
lane_02011,site_1655,site_1637,1,66.0,20.367467760639997,33.544618464896,1
lane_00705,site_0686,site_0530,1,66.0,20.367467760639997,33.544618464896,1
lane_01970,site_1626,site_1655,1,66.0,20.367467760639997,33.544618464896,1
lane_02124,site_1762,site_0131,3,65.97,20.35820982074879,33.52937091104832,3
lane_00510,site_0534,site_0582,2,65.96,20.35512384078506,33.52428839309908,4
lane_02752,site_2204,site_0385,1,65.81,20.308834141329065,33.44805062386069,1
lane_00822,site_0782,site_0809,2,52.04,28.12866290075071,33.32365473900436,2
lane_00866,site_0828,site_0836,1,43.08,33.27680499434367,33.27680499434367,1
lane_01908,site_1577,site_1497,1,43.0,33.21500962759466,33.21500962759466,1
lane_01760,site_1521,site_1577,1,43.0,33.21500962759466,33.21500962759466,1
lane_01015,site_0941,site_0952,1,65.1,20.089729563903994,33.08719184946559,1
lane_00516,site_0534,site_0599,1,65.0,20.05886976426666,33.036366669973326,1
lane_01450,site_1293,site_1739,1,65.0,20.05886976426666,33.036366669973326,1
lane_00582,site_0576,site_0686,1,65.0,20.05886976426666,33.036366669973326,2
lane_01999,site_1631,site_1637,1,65.0,20.05886976426666,33.036366669973326,1
lane_00572,site_0566,site_0624,1,65.0,20.05886976426666,33.036366669973326,1
lane_00864,site_0828,site_0834,1,42.7,32.98327700228586,32.98327700228586,1
lane_01377,site_1242,site_0479,1,42.69,32.97555258144223,32.97555258144223,1
lane_01683,site_1472,site_1478,2,64.86,20.015666044774395,32.965211418684156,2
lane_01237,site_1133,site_1138,5,64.80000000000001,19.997150164991996,32.9347163109888,5
lane_00530,site_0534,site_0627,2,64.76,19.984806245137065,32.91438623919189,3
lane_01677,site_1472,site_1471,2,64.72,19.97246232528213,32.89405616739498,2
lane_00566,site_0566,site_0556,1,64.42,19.87988292637013,32.74158062891818,1
lane_00068,site_0164,site_0141,3,64.17,19.8027334272768,32.61451768018752,4
lane_02312,site_1855,site_1843,3,47.64,29.43329678176682,32.603799102730235,3
lane_01166,site_1063,site_1088,1,64.0,19.75027176789333,32.528114875050655,1
lane_02755,site_2207,site_2205,2,64.0,19.75027176789333,32.528114875050655,2
lane_01626,site_1414,site_1406,2,64.0,19.75027176789333,32.528114875050655,3
lane_00343,site_0373,site_0378,2,64.0,19.75027176789333,32.528114875050655,3
lane_00722,site_0686,site_0614,1,64.0,19.75027176789333,32.528114875050655,1
lane_02790,site_2249,site_1264,1,64.0,19.75027176789333,32.528114875050655,1
lane_01060,site_0964,site_0997,1,64.0,19.75027176789333,32.528114875050655,1
lane_01675,site_1472,site_1469,1,64.0,19.75027176789333,32.528114875050655,1
lane_00476,site_0534,site_0507,2,64.0,19.75027176789333,32.528114875050655,2
lane_00539,site_0534,site_0653,1,64.0,19.75027176789333,32.528114875050655,1
lane_01071,site_0964,site_1009,1,64.0,19.75027176789333,32.528114875050655,1
lane_00535,site_0534,site_0644,2,64.0,19.75027176789333,32.528114875050655,2
lane_01462,site_1293,site_1751,1,64.0,19.75027176789333,32.528114875050655,1
lane_00783,site_0773,site_0775,2,64.0,19.75027176789333,32.528114875050655,2
lane_02226,site_1774,site_1771,1,63.88,19.713240008328533,32.46712465965994,1
lane_00824,site_0782,site_0811,2,42.0,32.442567543231995,32.442567543231995,2
lane_01746,site_1521,site_1557,1,41.86,32.33442565142122,32.33442565142122,1
lane_02960,site_2325,site_2324,2,63.6,19.626832569343996,32.3248141570816,2
lane_01552,site_1341,site_1358,1,63.54,19.608316689561594,32.29431904938623,1
lane_00046,site_0164,site_0032,6,63.480000000000004,19.589800809779195,32.26382394169087,6
lane_02646,site_2128,site_2077,2,63.48,19.589800809779195,32.263823941690866,3
lane_02898,site_2316,site_0751,2,63.400000000000006,19.56511297006933,32.223163798097055,2
lane_02849,site_2310,site_2322,1,63.39,19.562026990105597,32.218081280147835,1
lane_00974,site_0925,site_0415,2,63.38,19.558941010141865,32.21299876219861,2
lane_02675,site_2128,site_2129,2,63.3,19.534253170431995,32.17233861860479,2
lane_00333,site_0361,site_1978,1,63.24,19.515737290649597,32.14184351090943,1
lane_01143,site_1063,site_1065,1,63.15,19.487963470975995,32.096100849366394,1
lane_00241,site_0256,site_2095,1,62.94,19.423157891737596,31.989367972432632,1
lane_00109,site_0167,site_0255,2,62.92,19.416985931810128,31.97920293653418,3
lane_02534,site_2095,site_1762,4,41.36,31.948204609239884,31.948204609239884,4
lane_01007,site_0941,site_0943,1,62.84,19.392298092100262,31.938542792940364,1
lane_00785,site_0773,site_0777,2,62.78,19.373782212317863,31.908047685245005,2
lane_00551,site_0534,site_0678,3,62.44,19.26885889355093,31.735242074971303,3
lane_02554,site_2118,site_2095,1,62.42,19.262686933623463,31.72507703907285,1
lane_01835,site_1530,site_1566,4,62.36,19.24417105384106,31.694581931377485,5
lane_01752,site_1521,site_1566,4,62.36,19.24417105384106,31.694581931377485,4
lane_01358,site_1222,site_1218,3,46.29,28.59922980747242,31.67988791908863,3
lane_03043,site_2400,site_2322,1,62.22,19.200967334348796,31.62342668008831,1
lane_02940,site_2316,site_2403,1,62.16,19.182451454566397,31.59293157239295,1
lane_00826,site_0782,site_0813,2,62.04,19.145419695001596,31.531941357002232,2
lane_02313,site_1855,site_1849,2,40.82,31.531085883684046,31.531085883684046,2
lane_01930,site_1626,site_1606,1,62.0,19.13307577514666,31.511611285205326,1
lane_00732,site_0686,site_0672,1,62.0,19.13307577514666,31.511611285205326,1
lane_00567,site_0566,site_0571,1,62.0,19.13307577514666,31.511611285205326,1
lane_00496,site_0534,site_0544,1,62.0,19.13307577514666,31.511611285205326,1
lane_01355,site_1222,site_1207,8,58.08,21.290879708165757,31.43728575044287,8
lane_02225,site_1771,site_1774,1,61.8,19.071356175871994,31.40996092622079,1
lane_01572,site_1369,site_1368,1,40.62,31.37659746681151,31.37659746681151,1
lane_02681,site_2136,site_1940,1,40.61,31.368873045967884,31.368873045967884,1
lane_02131,site_1762,site_0151,2,61.64,19.021980496452265,31.328640639033164,2
lane_00564,site_0566,site_0543,1,61.6,19.00963657659733,31.30831056723626,1
lane_01563,site_1358,site_1339,2,40.44,31.23755789162623,31.23755789162623,5
lane_01005,site_0941,site_0940,1,40.4,31.206660208251726,31.206660208251726,1
lane_00120,site_0191,site_0029,2,61.36,18.935573057467728,31.18633013645482,2
lane_02666,site_2128,site_2112,1,61.33,18.92631511757653,31.17108258260714,1
lane_02371,site_1895,site_1825,2,61.24,18.89854129790293,31.125339921064104,2
lane_02260,site_1847,site_1833,6,61.230000000000004,18.895455317939195,31.120257403114877,6
lane_00420,site_0439,site_0442,1,61.19,18.883111398084264,31.099927331317964,1
lane_01960,site_1626,site_1644,1,61.19,18.883111398084264,31.099927331317964,1
lane_00565,site_0566,site_0553,1,40.24,31.0830694747537,31.0830694747537,1
lane_02850,site_2315,site_2322,1,61.14,18.867681498265597,31.074514741571832,1
lane_00245,site_0274,site_2095,1,61.1,18.855337578410662,31.054184669774926,1
lane_01756,site_1521,site_1571,2,61.05,18.839907678592,31.028772080028794,2
lane_00803,site_0782,site_0789,1,40.15,31.01354968716106,31.01354968716106,1
lane_01969,site_1626,site_1654,1,61.0,18.82447777877333,31.003359490282662,1
lane_01043,site_0964,site_0980,1,61.0,18.82447777877333,31.003359490282662,1
lane_01998,site_1627,site_1665,1,61.0,18.82447777877333,31.003359490282662,1
lane_02495,site_2080,site_2119,1,61.0,18.82447777877333,31.003359490282662,1
lane_01564,site_1358,site_1341,1,61.0,18.82447777877333,31.003359490282662,1
lane_00281,site_0328,site_0333,1,40.07,30.951754320412046,30.951754320412046,1
lane_01839,site_1530,site_1571,2,60.82,18.76893013942613,30.91187416719658,2
lane_01295,site_1187,site_1220,2,60.78,18.756586219571197,30.891544095399677,2
lane_00422,site_0446,site_1063,1,60.68,18.72572641993386,30.840718915907402,1
lane_01581,site_1369,site_1380,3,39.87,30.79726590353951,30.79726590353951,3
lane_01957,site_1626,site_1641,1,60.59,18.697952600260265,30.79497625436437,1
lane_02594,site_2128,site_0190,1,60.57,18.691780640332794,30.78481121846591,1
lane_01009,site_0941,site_0946,1,60.51,18.673264760550396,30.75431611077055,1
lane_03046,site_2403,site_2322,1,60.39,18.636233000985595,30.693325895379832,1
lane_01489,site_1300,site_1311,1,39.52,30.526911174012582,30.526911174012582,1
lane_01685,site_1472,site_1480,2,60.0,18.515879782399995,30.49510769535999,2
lane_00717,site_0686,site_0570,3,60.0,18.515879782399995,30.49510769535999,5
lane_00757,site_0697,site_0592,1,60.0,18.515879782399995,30.49510769535999,1
lane_00549,site_0534,site_0675,1,60.0,18.515879782399995,30.49510769535999,1
lane_01118,site_1044,site_1049,2,60.0,18.515879782399995,30.49510769535999,2
lane_00663,site_0665,site_0633,1,60.0,18.515879782399995,30.49510769535999,1
lane_00964,site_0916,site_0919,3,60.0,18.515879782399995,30.49510769535999,3
lane_00634,site_0665,site_0561,1,60.0,18.515879782399995,30.49510769535999,1
lane_02962,site_2325,site_2327,1,59.93,18.49427792265386,30.459530069715406,1
lane_01668,site_1459,site_2095,2,59.9,18.485019982762662,30.444282515867727,2
lane_00444,site_0479,site_0457,2,39.12,30.21793434026751,30.21793434026751,2
lane_01859,site_1544,site_1497,1,59.33,18.309119124829863,30.154578992761802,1
lane_00193,site_0191,site_0300,2,59.26,18.287517265083732,30.119001367117217,2
lane_00113,site_0190,site_2095,1,59.18,18.262829425373862,30.078341223523406,1
lane_00687,site_0665,site_0680,1,59.14,18.250485505518927,30.0580111517265,1
lane_02340,site_1867,site_1895,1,38.86,30.01709939833322,30.01709939833322,2
lane_01991,site_1627,site_1630,1,59.0,18.207281786026662,29.986855900437327,1
lane_01944,site_1626,site_1622,1,59.0,18.207281786026662,29.986855900437327,1
lane_01409,site_1248,site_1253,1,59.0,18.207281786026662,29.986855900437327,1
lane_00728,site_0686,site_0663,1,59.0,18.207281786026662,29.986855900437327,1
lane_00949,site_0895,site_0911,2,58.94,18.188765906244264,29.956360792741968,2
lane_02608,site_2128,site_1037,3,58.86,18.1640780665344,29.915700649148157,3
lane_02014,site_1681,site_0368,1,58.74,18.127046306969596,29.854710433757432,1
lane_01163,site_1063,site_1085,2,58.72,18.12087434704213,29.84454539785898,2
lane_00284,site_0328,site_0336,2,58.72,18.12087434704213,29.84454539785898,2
lane_02039,site_1712,site_1714,2,58.599999999999994,18.083842587477328,29.78355518246826,2
lane_01341,site_1202,site_1187,1,58.56,18.071498667622397,29.763225110671353,1
lane_00478,site_0534,site_0510,2,58.5,18.052982787839994,29.732730002975995,2
lane_02475,site_2052,site_2053,2,38.49,29.731295827119034,29.731295827119034,2
lane_01476,site_1300,site_1297,1,38.27,29.56135856855925,29.56135856855925,1
lane_01452,site_1293,site_1741,1,58.1,17.929543589290663,29.529429285006923,1
lane_03038,site_2390,site_2389,1,58.0,17.89868378965333,29.47860410551466,1
lane_01410,site_1248,site_1254,1,58.0,17.89868378965333,29.47860410551466,1
lane_01418,site_1254,site_1257,1,58.0,17.89868378965333,29.47860410551466,1
lane_02416,site_1955,site_1954,1,58.0,17.89868378965333,29.47860410551466,1
lane_02414,site_1954,site_1956,2,58.0,17.89868378965333,29.47860410551466,2
lane_00816,site_0782,site_0802,2,57.98,17.892511829725862,29.468439069616206,2
lane_02399,site_1907,site_1910,2,38.1,29.430043414217593,29.430043414217593,2
lane_02977,site_2336,site_2339,1,57.82,17.84313615030613,29.38711878242858,1
lane_00254,site_0310,site_0347,1,57.79,17.833878210414927,29.3718712285809,1
lane_01718,site_1521,site_1501,1,38.0,29.352799205781327,29.352799205781327,1
lane_01192,site_1089,site_1092,1,38.0,29.352799205781327,29.352799205781327,1
lane_02185,site_1762,site_2091,1,57.72,17.812276350668796,29.336293602936315,1
lane_01750,site_1521,site_1561,2,57.7,17.806104390741332,29.326128567037863,2
lane_00601,site_0636,site_0686,1,57.7,17.806104390741332,29.326128567037863,1
lane_02311,site_1855,site_1840,4,37.88,29.26010615565781,29.26010615565781,4
lane_00286,site_0328,site_0338,1,37.85,29.236932893126927,29.236932893126927,1
lane_00111,site_0180,site_2095,1,57.45,17.728954891647998,29.199065618307195,1
lane_00796,site_0782,site_0781,1,37.79,29.190586368065166,29.190586368065166,1
lane_02413,site_1951,site_0349,1,57.42,17.719696951756795,29.183818064459516,1
lane_00509,site_0534,site_0580,2,73.2,21.862487558911997,29.1698165858176,2
lane_02882,site_2316,site_0735,1,57.39,17.710439011865596,29.168570510611833,1
lane_00196,site_0192,site_0191,2,57.39,17.7104390118656,29.16857051061183,2
lane_01253,site_1133,site_1160,8,57.28,17.67649323226453,29.112662813170342,9
lane_01641,site_1414,site_1422,1,37.63,29.066995634567142,29.066995634567142,1
lane_02044,site_1717,site_1716,1,37.58,29.028373530349004,29.028373530349004,1
lane_01976,site_1626,site_1662,1,57.0,17.590085793279997,28.97035231059199,2
lane_02700,site_2147,site_2148,1,57.0,17.590085793279997,28.97035231059199,1
lane_01092,site_0964,site_1031,1,57.0,17.590085793279997,28.97035231059199,1
lane_01996,site_1627,site_1662,1,57.0,17.590085793279997,28.97035231059199,1
lane_01739,site_1521,site_1542,2,56.92,17.56539795357013,28.92969216699818,2
lane_01481,site_1300,site_1303,1,37.45,28.927956059381863,28.927956059381863,1
lane_00891,site_0857,site_0853,3,56.79,17.525280214041597,28.863619433658236,3
lane_01720,site_1521,site_1504,1,37.26,28.78119206335295,28.78119206335295,1
lane_00024,site_0096,site_2095,1,56.6,17.466646594730662,28.767051592622927,1
lane_02230,site_1810,site_1867,1,56.57,17.457388654839463,28.751804038775248,1
lane_01236,site_1133,site_1136,1,37.12,28.67305017154218,28.67305017154218,1
lane_02195,site_1762,site_2114,1,56.4,17.404926995455998,28.66540123363839,1
lane_01961,site_1626,site_1645,1,56.39,17.401841015492263,28.660318715689165,1
lane_01197,site_1101,site_1103,1,37.1,28.657601329854927,28.657601329854927,1
lane_00320,site_0361,site_0366,3,56.37,17.395669055564795,28.650153679790712,3
lane_02494,site_2074,site_2070,1,56.33,17.383325135709864,28.629823607993806,1
lane_02802,site_2249,site_2254,2,56.28,17.367895235891197,28.604411018247674,2
lane_01233,site_1133,site_1132,4,56.24,17.355551316036262,28.58408094645077,4
lane_02899,site_2316,site_0752,2,56.18,17.337035436253863,28.553585838755406,2
lane_02402,site_1907,site_1913,1,36.94,28.534010596356897,28.534010596356897,1
lane_00979,site_0925,site_0420,1,36.9,28.50311291298239,28.50311291298239,1
lane_00885,site_0857,site_0846,3,56.04,17.2938317167616,28.482430587466233,3
lane_01056,site_0964,site_0993,1,56.0,17.28148779690666,28.46210051566933,1
lane_01937,site_1626,site_1613,1,56.0,17.28148779690666,28.46210051566933,1
lane_01061,site_0964,site_0998,1,56.0,17.28148779690666,28.46210051566933,1
lane_00211,site_0245,site_2070,1,56.0,17.28148779690666,28.46210051566933,1
lane_01647,site_1414,site_1429,2,55.92,17.256799957196797,28.421440372075516,3
lane_00279,site_0328,site_0331,1,55.87,17.24137005737813,28.396027782329377,1
lane_01244,site_1133,site_1147,7,55.800000000000004,17.219768197631996,28.36045015668479,8
lane_02233,site_1829,site_1855,1,36.71,28.356348916953486,28.356348916953486,1
lane_01006,site_0941,site_0942,1,55.63,17.16730653824853,28.274047351547942,1
lane_02193,site_1762,site_2108,1,55.6,17.15804859835733,28.25879979770026,1
lane_01431,site_1278,site_1280,2,36.58,28.255931445986338,28.255931445986338,2
lane_00814,site_0782,site_0800,1,36.51,28.20186050008095,28.20186050008095,1
lane_01381,site_1242,site_1199,1,36.36,28.085994187426554,28.085994187426554,1
lane_00271,site_0328,site_0322,1,55.06,16.99140568031573,27.98434382844202,1
lane_00675,site_0665,site_0652,1,55.03,16.98214774042453,27.96909627459434,1
lane_02751,site_2200,site_0385,1,55.02,16.979061760460798,27.964013756645112,1
lane_02330,site_1855,site_1892,4,36.2,27.96240345392853,27.96240345392853,4
lane_00710,site_0686,site_0552,1,55.0,16.97288980053333,27.95384872074666,1
lane_01968,site_1626,site_1652,1,55.0,16.97288980053333,27.95384872074666,1
lane_01990,site_1627,site_1628,1,55.0,16.97288980053333,27.95384872074666,1
lane_01947,site_1626,site_1628,1,55.0,16.97288980053333,27.95384872074666,1
lane_01804,site_1530,site_1529,1,55.0,16.97288980053333,27.95384872074666,1
lane_01354,site_1222,site_1204,5,45.45,22.458464454814074,27.903023541254395,5
lane_00455,site_0479,site_0474,2,36.1,27.88515924549226,27.88515924549226,2
lane_02216,site_1763,site_1765,1,54.79,16.90808422129493,27.8471158438129,1
lane_00654,site_0665,site_0604,1,54.78,16.904998241331196,27.842033325863675,1
lane_02069,site_1732,site_1724,2,35.96,27.777017353681487,27.777017353681487,2
lane_01303,site_1187,site_1233,1,54.64,16.86179452183893,27.770878074574505,1
lane_01542,site_1339,site_1365,2,54.62,16.855622561911463,27.760713038676045,2
lane_00950,site_0895,site_0912,2,54.6,16.849450601983996,27.7505480027776,2
lane_02252,site_1847,site_1815,4,54.56,16.837106682129065,27.730217930980693,6
lane_02219,site_1763,site_1768,2,54.54,16.830934722201597,27.72005289508223,3
lane_00577,site_0566,site_0682,1,54.33,16.766129142963198,27.61332001814847,1
lane_01919,site_1604,site_1637,1,54.27,16.7476132631808,27.582824910453116,1
lane_00664,site_0665,site_0636,1,54.22,16.73218336336213,27.55741232070698,1
lane_00038,site_0157,site_2070,1,54.18,16.719839443507198,27.537082248910075,1
lane_02203,site_1762,site_2133,1,54.15,16.710581503615995,27.521834695062395,1
lane_02701,site_2152,site_2306,1,54.13,16.70440954368853,27.511669659163942,1
lane_00621,site_0665,site_0521,1,54.0,16.664291804159994,27.445596925823992,1
lane_01774,site_1530,site_1493,1,54.0,16.664291804159994,27.445596925823992,1
lane_01985,site_1627,site_1605,1,54.0,16.664291804159994,27.445596925823992,1
lane_02785,site_2237,site_2240,2,54.0,16.664291804159994,27.445596925823992,2
lane_01995,site_1627,site_1659,1,54.0,16.664291804159994,27.445596925823992,1
lane_01729,site_1521,site_1524,1,53.98,16.658119844232527,27.43543188992554,1
lane_01799,site_1530,site_1524,1,53.98,16.658119844232527,27.43543188992554,1
lane_01004,site_0941,site_0939,1,53.95,16.64886190434133,27.42018433607786,1
lane_01356,site_1222,site_1208,6,53.94,16.6457759243776,27.415101818128633,6
lane_01439,site_1286,site_1118,1,35.44,27.375347469812898,27.375347469812898,1
lane_02186,site_1762,site_2092,1,53.83,16.61183014477653,27.35919412068714,1
lane_02293,site_1855,site_1782,2,35.28,27.251756736314874,27.251756736314874,2
lane_01491,site_1300,site_1313,1,35.23,27.213134632096736,27.213134632096736,1
lane_01484,site_1300,site_1306,1,35.14,27.1436148445041,27.1436148445041,1
lane_01492,site_1300,site_1314,1,35.06,27.08181947775509,27.08181947775509,1
lane_01199,site_1105,site_0443,1,35.0,27.035472952693326,27.035472952693326,1
