instance_id,task_count,independent_vehicle_count,vrp_vehicle_count,vehicle_reduction,vehicle_reduction_rate,loaded_distance_km,vrp_internal_deadhead_distance_km,vrp_total_observed_scope_distance_km,average_tasks_per_vrp_vehicle,task_service_rate,time_overlap_violations,duplicate_task_assignments,missing_task_assignments,missing_selected_link_paths
instance_00166,45,45,33,12,0.26666666666666666,8452.1,219.64,8671.74,1.3636363636363635,1.0,0,0,0,0
instance_00168,47,47,31,16,0.3404255319148936,8243.35,621.44,8864.79,1.5161290322580645,1.0,0,0,0,0
instance_00170,42,42,30,12,0.2857142857142857,5891.74,229.5,6121.24,1.4,1.0,0,0,0,0
instance_00172,41,41,28,13,0.3170731707317073,9849.43,110.97999999999999,9960.41,1.4642857142857142,1.0,0,0,0,0
instance_00174,35,35,25,10,0.2857142857142857,4752.97,272.76,5025.7300000000005,1.4,1.0,0,0,0,0
instance_00176,27,27,14,13,0.48148148148148145,3240.15,526.87,3767.02,1.9285714285714286,1.0,0,0,0,0
instance_00178,16,16,10,6,0.375,2095.92,0.0,2095.92,1.6,1.0,0,0,0,0
instance_00180,13,13,7,6,0.46153846153846156,1513.8999999999999,139.51999999999998,1653.4199999999998,1.8571428571428572,1.0,0,0,0,0
instance_00182,18,18,10,8,0.4444444444444444,2336.2299999999996,123.78999999999999,2460.0199999999995,1.8,1.0,0,0,0,0
instance_00184,13,13,8,5,0.38461538461538464,1323.61,8.52,1332.1299999999999,1.625,1.0,0,0,0,0
instance_00186,15,15,9,6,0.4,3980.52,27.569999999999997,4008.09,1.6666666666666667,1.0,0,0,0,0
instance_00202,14,14,7,7,0.5,828.45,81.42999999999999,909.88,2.0,1.0,0,0,0,0
instance_00208,14,14,9,5,0.35714285714285715,1053.9899999999998,62.379999999999995,1116.37,1.5555555555555556,1.0,0,0,0,0
instance_00214,22,22,9,13,0.5909090909090909,2421.3999999999996,330.21000000000004,2751.6099999999997,2.4444444444444446,1.0,0,0,0,0
instance_00216,17,17,11,6,0.35294117647058826,2912.31,83.57,2995.88,1.5454545454545454,1.0,0,0,0,0
